num_grad,num_itr,sup_err
920,1412,8.63993661424714e-05
921,1413,8.63993661424714e-05
922,1414,8.63993661424714e-05
923,1415,8.63993661424714e-05
924,1416,8.63993661424714e-05
925,1417,8.63993661424714e-05
926,1418,8.63993661424714e-05
927,1419,8.63993661424714e-05
928,1420,8.63993661424714e-05
929,1421,8.63993661424714e-05
930,1422,8.63993661424714e-05
931,1423,8.63993661424714e-05
932,1424,8.63993661424714e-05
933,1425,8.63993661424714e-05
934,1426,8.63993661424714e-05
935,1427,8.63993661424714e-05
936,1428,8.63993661424714e-05
937,1429,8.63993661424714e-05
938,1430,8.63993661424714e-05
939,1431,8.63993661424714e-05
940,1432,8.63993661424714e-05
941,1433,8.63993661424714e-05
942,1434,8.63993661424714e-05
943,1435,8.63993661424714e-05
944,1436,8.63993661424714e-05
945,1437,8.63993661424714e-05
946,1438,8.63993661424714e-05
947,1439,8.63993661424714e-05
948,1440,8.63993661424714e-05
949,1441,8.63993661424714e-05
950,1442,8.63993661424714e-05
951,1443,8.63993661424714e-05
952,1444,8.63993661424714e-05
953,1445,8.63993661424714e-05
954,1446,8.63993661424714e-05
955,1447,8.63993661424714e-05
956,1448,8.63993661424714e-05
957,1449,8.63993661424714e-05
958,1450,8.63993661424714e-05
959,1451,8.63993661424714e-05
960,1452,8.63993661424714e-05
961,1453,8.63993661424714e-05
962,1454,8.63993661424714e-05
963,1455,8.63993661424714e-05
964,1456,8.63993661424714e-05
965,1457,8.63993661424714e-05
966,1458,8.63993661424714e-05
967,1459,8.63993661424714e-05
968,1460,8.63993661424714e-05
969,1461,8.63993661424714e-05
970,1462,8.63993661424714e-05
971,1463,8.63993661424714e-05
972,1464,8.63993661424714e-05
973,1465,8.63993661424714e-05
974,1466,8.63993661424714e-05
975,1467,8.63993661424714e-05
976,1468,8.63993661424714e-05
977,1469,8.63993661424714e-05
978,1470,8.63993661424714e-05
979,1471,8.63993661424714e-05
980,1472,8.63993661424714e-05
981,1473,8.63993661424714e-05
982,1474,8.63993661424714e-05
983,1475,8.63993661424714e-05
984,1476,8.63993661424714e-05
985,1477,8.63993661424714e-05
986,1478,8.63993661424714e-05
987,1479,8.63993661424714e-05
988,1480,8.63993661424714e-05
989,1481,8.63993661424714e-05
990,1482,8.63993661424714e-05
991,1483,8.63993661424714e-05
992,1484,8.63993661424714e-05
993,1485,8.63993661424714e-05
994,1486,8.63993661424714e-05
995,1487,8.63993661424714e-05
996,1488,8.63993661424714e-05
997,1489,8.63993661424714e-05
998,1490,8.63993661424714e-05
999,1491,8.63993661424714e-05
