0,1,2,3,4,5,6,7,8,9,10,11
1.0,1.0,0.0014281298920071983,0.0006999547638253978,0.0009143478321512864,-0.0006293718479145214,0.008728337554417901,-0.002023883143351433,0.004237279416863085,0.0027538519443830764,0.0028381774441123774,0.002435272555194478
1.0,0.98989898989899,0.001415953939423955,0.0006995355640555934,0.0009096594601979795,-0.0006222932477924386,0.008600668378889112,-0.0019994201789966526,0.004195554231873396,0.002728743481493312,0.0028099422150869684,0.0024137741824348797
1.0,0.9797979797979798,0.001403699789457231,0.0006988821423922546,0.0009048139504868233,-0.0006152355643986281,0.008474466430865238,-0.0019750990075134336,0.004153721838778103,0.0027035222409545136,0.0027816803961980925,0.002392153639323441
1.0,0.9696969696969697,0.001391368622266986,0.0006979982632316252,0.0008998136425348322,-0.0006081986984068587,0.008349704137164946,-0.0019509172114486517,0.004111787462308281,0.0026781908728570314,0.0027533929294897316,0.002370413508711934
1.0,0.9595959595959596,0.001378961432868928,0.0006968888362577127,0.0008946620157458646,-0.0006011830152928968,0.00822634970173157,-0.00192687016251932,0.004069760442119896,0.002652753396813792,0.002725079345054823,0.0023485563019070765
1.0,0.9494949494949495,0.0013664798582819883,0.0006955554694688368,0.0008893595104107922,-0.0005941874014880377,0.008104385631734455,-0.0019029602854439196,0.004027636937907372,0.0026272092109137076,0.002696743206926044,0.002326584601103059
1.0,0.9393939393939394,0.0013539248983933546,0.0006940028657628828,0.0008839094117072753,-0.0005872121702904694,0.007983779866840745,-0.001879182655900529,0.003985426328292682,0.0026015625564653135,0.0026683840967224605,0.0023045009065751428
1.0,0.9292929292929293,0.0013412978475006458,0.0006922331013829144,0.0008783128618999919,-0.0005802568446421456,0.007864509053025848,-0.0018555364738527627,0.00394312962548479,0.002575815230379741,0.0026400041055482833,0.0022823083382630636
1.0,0.9191919191919192,0.001328600563076393,0.0006902561149368523,0.000872581986531589,-0.0005733226460159239,0.007746541855869419,-0.001832019113526738,0.003900757275156215,0.0025499708274126062,0.002611600939585079,0.002260001083157865
1.0,0.9090909090909091,0.0013158327514343024,0.0006880680130825505,0.0008667032711848943,-0.0005664077597778817,0.007629851904883769,-0.0018086242235800657,0.0038583136580346653,0.00252403114616059,0.0025831781295843426,0.0022375960493168302
1.0,0.898989898989899,0.001302996197223871,0.0006856739942222794,0.0008606854865373923,-0.0005595126392119188,0.007514414763193166,-0.0017853522501977588,0.0038158026279913517,0.0024979975852243825,0.0025547353750359513,0.002215088642264545
