,num_itr,sup_err
225,469,5.8962603094299404e-05
226,470,5.8962603094299404e-05
227,471,5.8962603094299404e-05
228,472,5.8962603094299404e-05
229,473,5.8962603094299404e-05
230,474,5.8962603094299404e-05
231,475,5.8962603094299404e-05
232,476,5.8962603094299404e-05
233,477,5.8962603094299404e-05
234,478,5.8962603094299404e-05
235,479,5.8962603094299404e-05
236,480,5.8962603094299404e-05
237,481,5.8962603094299404e-05
238,482,5.8962603094299404e-05
239,483,5.8962603094299404e-05
240,484,5.8962603094299404e-05
241,485,5.8962603094299404e-05
242,486,5.8962603094299404e-05
243,487,5.8962603094299404e-05
244,488,5.8962603094299404e-05
245,489,5.8962603094299404e-05
246,490,5.8962603094299404e-05
247,491,5.8962603094299404e-05
248,492,5.8962603094299404e-05
249,493,5.8962603094299404e-05
250,494,5.8962603094299404e-05
251,495,5.8962603094299404e-05
252,496,5.8962603094299404e-05
253,497,5.8962603094299404e-05
254,498,5.8962603094299404e-05
255,499,5.8962603094299404e-05
256,500,5.8962603094299404e-05
257,501,5.8962603094299404e-05
258,502,5.8962603094299404e-05
259,503,5.8962603094299404e-05
260,504,5.8962603094299404e-05
261,505,5.8962603094299404e-05
262,506,5.8962603094299404e-05
263,507,5.8962603094299404e-05
264,508,5.8962603094299404e-05
265,509,5.8962603094299404e-05
266,510,5.8962603094299404e-05
267,511,5.8962603094299404e-05
268,512,5.8962603094299404e-05
269,513,5.8962603094299404e-05
270,514,5.8962603094299404e-05
271,515,5.8962603094299404e-05
272,516,5.8962603094299404e-05
273,517,5.8962603094299404e-05
274,518,5.8962603094299404e-05
275,519,5.8962603094299404e-05
276,520,5.8962603094299404e-05
277,521,5.8962603094299404e-05
278,522,5.8962603094299404e-05
279,523,5.8962603094299404e-05
280,524,5.8962603094299404e-05
281,525,5.8962603094299404e-05
282,526,5.8962603094299404e-05
283,527,5.8962603094299404e-05
284,528,5.8962603094299404e-05
285,529,5.8962603094299404e-05
286,530,5.8962603094299404e-05
287,531,5.8962603094299404e-05
288,532,5.8962603094299404e-05
289,533,5.8962603094299404e-05
290,534,5.8962603094299404e-05
291,535,5.8962603094299404e-05
292,536,5.8962603094299404e-05
293,537,5.8962603094299404e-05
294,538,5.8962603094299404e-05
295,539,5.8962603094299404e-05
296,540,5.8962603094299404e-05
297,541,5.8962603094299404e-05
298,542,5.8962603094299404e-05
299,543,5.8962603094299404e-05
300,544,5.8962603094299404e-05
301,545,5.8962603094299404e-05
302,546,5.8962603094299404e-05
303,547,5.8962603094299404e-05
304,548,5.8962603094299404e-05
305,549,5.8962603094299404e-05
306,550,5.8962603094299404e-05
307,551,5.8962603094299404e-05
308,552,5.8962603094299404e-05
309,553,5.8962603094299404e-05
310,554,5.8962603094299404e-05
311,555,5.8962603094299404e-05
312,556,5.8962603094299404e-05
313,557,5.8962603094299404e-05
314,558,5.8962603094299404e-05
315,559,5.8962603094299404e-05
316,560,5.8962603094299404e-05
317,561,5.8962603094299404e-05
318,562,5.8962603094299404e-05
319,563,5.8962603094299404e-05
320,564,5.8962603094299404e-05
321,565,5.8962603094299404e-05
322,566,5.8962603094299404e-05
323,567,5.8962603094299404e-05
324,568,5.8962603094299404e-05
325,569,5.8962603094299404e-05
326,570,5.8962603094299404e-05
327,571,5.8962603094299404e-05
328,572,5.8962603094299404e-05
329,573,5.8962603094299404e-05
330,574,5.8962603094299404e-05
331,575,5.8962603094299404e-05
332,576,5.8962603094299404e-05
333,577,5.8962603094299404e-05
334,578,5.8962603094299404e-05
335,579,5.8962603094299404e-05
336,580,5.8962603094299404e-05
337,581,5.8962603094299404e-05
338,582,5.8962603094299404e-05
339,583,5.8962603094299404e-05
340,584,5.8962603094299404e-05
341,585,5.8962603094299404e-05
342,586,5.8962603094299404e-05
343,587,5.8962603094299404e-05
344,588,5.8962603094299404e-05
345,589,5.8962603094299404e-05
346,590,5.8962603094299404e-05
347,591,5.8962603094299404e-05
348,592,5.8962603094299404e-05
349,593,5.8962603094299404e-05
350,594,5.8962603094299404e-05
351,595,5.8962603094299404e-05
352,596,5.8962603094299404e-05
353,597,5.8962603094299404e-05
354,598,5.8962603094299404e-05
355,599,5.8962603094299404e-05
356,600,5.8962603094299404e-05
357,601,5.8962603094299404e-05
358,602,5.8962603094299404e-05
359,603,5.8962603094299404e-05
360,604,5.8962603094299404e-05
361,605,5.8962603094299404e-05
362,606,5.8962603094299404e-05
363,607,5.8962603094299404e-05
364,608,5.8962603094299404e-05
365,609,5.8962603094299404e-05
366,610,5.8962603094299404e-05
367,611,5.8962603094299404e-05
368,612,5.8962603094299404e-05
369,613,5.8962603094299404e-05
370,614,5.8962603094299404e-05
371,615,5.8962603094299404e-05
372,616,5.8962603094299404e-05
373,617,5.8962603094299404e-05
374,618,5.8962603094299404e-05
375,619,5.8962603094299404e-05
376,620,5.8962603094299404e-05
377,621,5.8962603094299404e-05
378,622,5.8962603094299404e-05
379,623,5.8962603094299404e-05
380,624,5.8962603094299404e-05
381,625,5.8962603094299404e-05
382,626,5.8962603094299404e-05
383,627,5.8962603094299404e-05
384,628,5.8962603094299404e-05
385,629,5.8962603094299404e-05
386,630,5.8962603094299404e-05
387,631,5.8962603094299404e-05
388,632,5.8962603094299404e-05
389,633,5.8962603094299404e-05
390,634,5.8962603094299404e-05
391,635,5.8962603094299404e-05
392,636,5.8962603094299404e-05
393,637,5.8962603094299404e-05
394,638,5.8962603094299404e-05
395,639,5.8962603094299404e-05
396,640,5.8962603094299404e-05
397,641,5.8962603094299404e-05
398,642,5.8962603094299404e-05
399,643,5.8962603094299404e-05
400,644,5.8962603094299404e-05
401,645,5.8962603094299404e-05
402,646,5.8962603094299404e-05
403,647,5.8962603094299404e-05
404,648,5.8962603094299404e-05
405,649,5.8962603094299404e-05
406,650,5.8962603094299404e-05
407,651,5.8962603094299404e-05
408,652,5.8962603094299404e-05
409,653,5.8962603094299404e-05
410,654,5.8962603094299404e-05
411,655,5.8962603094299404e-05
412,656,5.8962603094299404e-05
413,657,5.8962603094299404e-05
414,658,5.8962603094299404e-05
415,659,5.8962603094299404e-05
416,660,5.8962603094299404e-05
417,661,5.8962603094299404e-05
418,662,5.8962603094299404e-05
419,663,5.8962603094299404e-05
420,664,5.8962603094299404e-05
421,665,5.8962603094299404e-05
422,666,5.8962603094299404e-05
423,667,5.8962603094299404e-05
424,668,5.8962603094299404e-05
425,669,5.8962603094299404e-05
426,670,5.8962603094299404e-05
427,671,5.8962603094299404e-05
428,672,5.8962603094299404e-05
429,673,5.8962603094299404e-05
430,674,5.8962603094299404e-05
431,675,5.8962603094299404e-05
432,676,5.8962603094299404e-05
433,677,5.8962603094299404e-05
434,678,5.8962603094299404e-05
435,679,5.8962603094299404e-05
436,680,5.8962603094299404e-05
437,681,5.8962603094299404e-05
438,682,5.8962603094299404e-05
439,683,5.8962603094299404e-05
440,684,5.8962603094299404e-05
441,685,5.8962603094299404e-05
442,686,5.8962603094299404e-05
443,687,5.8962603094299404e-05
444,688,5.8962603094299404e-05
445,689,5.8962603094299404e-05
446,690,5.8962603094299404e-05
447,691,5.8962603094299404e-05
448,692,5.8962603094299404e-05
449,693,5.8962603094299404e-05
450,694,5.8962603094299404e-05
451,695,5.8962603094299404e-05
452,696,5.8962603094299404e-05
453,697,5.8962603094299404e-05
454,698,5.8962603094299404e-05
455,699,5.8962603094299404e-05
456,700,5.8962603094299404e-05
457,701,5.8962603094299404e-05
458,702,5.8962603094299404e-05
459,703,5.8962603094299404e-05
460,704,5.8962603094299404e-05
461,705,5.8962603094299404e-05
462,706,5.8962603094299404e-05
463,707,5.8962603094299404e-05
464,708,5.8962603094299404e-05
465,709,5.8962603094299404e-05
466,710,5.8962603094299404e-05
467,711,5.8962603094299404e-05
468,712,5.8962603094299404e-05
469,713,5.8962603094299404e-05
470,714,5.8962603094299404e-05
471,715,5.8962603094299404e-05
472,716,5.8962603094299404e-05
473,717,5.8962603094299404e-05
474,718,5.8962603094299404e-05
475,719,5.8962603094299404e-05
476,720,5.8962603094299404e-05
477,721,5.8962603094299404e-05
478,722,5.8962603094299404e-05
479,723,5.8962603094299404e-05
480,724,5.8962603094299404e-05
481,725,5.8962603094299404e-05
482,726,5.8962603094299404e-05
483,727,5.8962603094299404e-05
484,728,5.8962603094299404e-05
485,729,5.8962603094299404e-05
486,730,5.8962603094299404e-05
487,731,5.8962603094299404e-05
488,732,5.8962603094299404e-05
489,733,5.8962603094299404e-05
490,734,5.8962603094299404e-05
491,735,5.8962603094299404e-05
492,736,5.8962603094299404e-05
493,737,5.8962603094299404e-05
494,738,5.8962603094299404e-05
495,739,5.8962603094299404e-05
496,740,5.8962603094299404e-05
497,741,5.8962603094299404e-05
498,742,5.8962603094299404e-05
499,743,5.8962603094299404e-05
500,744,5.8962603094299404e-05
501,745,5.8962603094299404e-05
502,746,5.8962603094299404e-05
503,747,5.8962603094299404e-05
504,748,5.8962603094299404e-05
505,749,5.8962603094299404e-05
506,750,5.8962603094299404e-05
507,751,5.8962603094299404e-05
508,752,5.8962603094299404e-05
509,753,5.8962603094299404e-05
510,754,5.8962603094299404e-05
511,755,5.8962603094299404e-05
512,756,5.8962603094299404e-05
513,757,5.8962603094299404e-05
514,758,5.8962603094299404e-05
515,759,5.8962603094299404e-05
516,760,5.8962603094299404e-05
517,761,5.8962603094299404e-05
518,762,5.8962603094299404e-05
519,763,5.8962603094299404e-05
520,764,5.8962603094299404e-05
521,765,5.8962603094299404e-05
522,766,5.8962603094299404e-05
523,767,5.8962603094299404e-05
524,768,5.8962603094299404e-05
525,769,5.8962603094299404e-05
526,770,5.8962603094299404e-05
527,771,5.8962603094299404e-05
528,772,5.8962603094299404e-05
529,773,5.8962603094299404e-05
530,774,5.8962603094299404e-05
531,775,5.8962603094299404e-05
532,776,5.8962603094299404e-05
533,777,5.8962603094299404e-05
534,778,5.8962603094299404e-05
535,779,5.8962603094299404e-05
536,780,5.8962603094299404e-05
537,781,5.8962603094299404e-05
538,782,5.8962603094299404e-05
539,783,5.8962603094299404e-05
540,784,5.8962603094299404e-05
541,785,5.8962603094299404e-05
542,786,5.8962603094299404e-05
543,787,5.8962603094299404e-05
544,788,5.8962603094299404e-05
545,789,5.8962603094299404e-05
546,790,5.8962603094299404e-05
547,791,5.8962603094299404e-05
548,792,5.8962603094299404e-05
549,793,5.8962603094299404e-05
550,794,5.8962603094299404e-05
551,795,5.8962603094299404e-05
552,796,5.8962603094299404e-05
553,797,5.8962603094299404e-05
554,798,5.8962603094299404e-05
555,799,5.8962603094299404e-05
556,800,5.8962603094299404e-05
557,801,5.8962603094299404e-05
558,802,5.8962603094299404e-05
559,803,5.8962603094299404e-05
560,804,5.8962603094299404e-05
561,805,5.8962603094299404e-05
562,806,5.8962603094299404e-05
563,807,5.8962603094299404e-05
564,808,5.8962603094299404e-05
565,809,5.8962603094299404e-05
566,810,5.8962603094299404e-05
567,811,5.8962603094299404e-05
568,812,5.8962603094299404e-05
569,813,5.8962603094299404e-05
570,814,5.8962603094299404e-05
571,815,5.8962603094299404e-05
572,816,5.8962603094299404e-05
573,817,5.8962603094299404e-05
574,818,5.8962603094299404e-05
575,819,5.8962603094299404e-05
576,820,5.8962603094299404e-05
577,821,5.8962603094299404e-05
578,822,5.8962603094299404e-05
579,823,5.8962603094299404e-05
580,824,5.8962603094299404e-05
581,825,5.8962603094299404e-05
582,826,5.8962603094299404e-05
583,827,5.8962603094299404e-05
584,828,5.8962603094299404e-05
585,829,5.8962603094299404e-05
586,830,5.8962603094299404e-05
587,831,5.8962603094299404e-05
588,832,5.8962603094299404e-05
589,833,5.8962603094299404e-05
590,834,5.8962603094299404e-05
591,835,5.8962603094299404e-05
592,836,5.8962603094299404e-05
593,837,5.8962603094299404e-05
594,838,5.8962603094299404e-05
595,839,5.8962603094299404e-05
596,840,5.8962603094299404e-05
597,841,5.8962603094299404e-05
598,842,5.8962603094299404e-05
599,843,5.8962603094299404e-05
600,844,5.8962603094299404e-05
601,845,5.8962603094299404e-05
602,846,5.8962603094299404e-05
603,847,5.8962603094299404e-05
604,848,5.8962603094299404e-05
605,849,5.8962603094299404e-05
606,850,5.8962603094299404e-05
607,851,5.8962603094299404e-05
608,852,5.8962603094299404e-05
609,853,5.8962603094299404e-05
610,854,5.8962603094299404e-05
611,855,5.8962603094299404e-05
612,856,5.8962603094299404e-05
613,857,5.8962603094299404e-05
614,858,5.8962603094299404e-05
615,859,5.8962603094299404e-05
616,860,5.8962603094299404e-05
617,861,5.8962603094299404e-05
618,862,5.8962603094299404e-05
619,863,5.8962603094299404e-05
620,864,5.8962603094299404e-05
621,865,5.8962603094299404e-05
622,866,5.8962603094299404e-05
623,867,5.8962603094299404e-05
624,868,5.8962603094299404e-05
625,869,5.8962603094299404e-05
626,870,5.8962603094299404e-05
627,871,5.8962603094299404e-05
628,872,5.8962603094299404e-05
629,873,5.8962603094299404e-05
630,874,5.8962603094299404e-05
631,875,5.8962603094299404e-05
632,876,5.8962603094299404e-05
633,877,5.8962603094299404e-05
634,878,5.8962603094299404e-05
635,879,5.8962603094299404e-05
636,880,5.8962603094299404e-05
637,881,5.8962603094299404e-05
638,882,5.8962603094299404e-05
639,883,5.8962603094299404e-05
640,884,5.8962603094299404e-05
641,885,5.8962603094299404e-05
642,886,5.8962603094299404e-05
643,887,5.8962603094299404e-05
644,888,5.8962603094299404e-05
645,889,5.8962603094299404e-05
646,890,5.8962603094299404e-05
647,891,5.8962603094299404e-05
648,892,5.8962603094299404e-05
649,893,5.8962603094299404e-05
650,894,5.8962603094299404e-05
651,895,5.8962603094299404e-05
652,896,5.8962603094299404e-05
653,897,5.8962603094299404e-05
654,898,5.8962603094299404e-05
655,899,5.8962603094299404e-05
656,900,5.8962603094299404e-05
657,901,5.8962603094299404e-05
658,902,5.8962603094299404e-05
659,903,5.8962603094299404e-05
660,904,5.8962603094299404e-05
661,905,5.8962603094299404e-05
662,906,5.8962603094299404e-05
663,907,5.8962603094299404e-05
664,908,5.8962603094299404e-05
665,909,5.8962603094299404e-05
666,910,5.8962603094299404e-05
667,911,5.8962603094299404e-05
668,912,5.8962603094299404e-05
669,913,5.8962603094299404e-05
670,914,5.8962603094299404e-05
671,915,5.8962603094299404e-05
672,916,5.8962603094299404e-05
673,917,5.8962603094299404e-05
674,918,5.8962603094299404e-05
675,919,5.8962603094299404e-05
676,920,5.8962603094299404e-05
677,921,5.8962603094299404e-05
678,922,5.8962603094299404e-05
679,923,5.8962603094299404e-05
680,924,5.8962603094299404e-05
681,925,5.8962603094299404e-05
682,926,5.8962603094299404e-05
683,927,5.8962603094299404e-05
684,928,5.8962603094299404e-05
685,929,5.8962603094299404e-05
686,930,5.8962603094299404e-05
687,931,5.8962603094299404e-05
688,932,5.8962603094299404e-05
689,933,5.8962603094299404e-05
690,934,5.8962603094299404e-05
691,935,5.8962603094299404e-05
692,936,5.8962603094299404e-05
693,937,5.8962603094299404e-05
694,938,5.8962603094299404e-05
695,939,5.8962603094299404e-05
696,940,5.8962603094299404e-05
697,941,5.8962603094299404e-05
698,942,5.8962603094299404e-05
699,943,5.8962603094299404e-05
700,944,5.8962603094299404e-05
701,945,5.8962603094299404e-05
702,946,5.8962603094299404e-05
703,947,5.8962603094299404e-05
704,948,5.8962603094299404e-05
705,949,5.8962603094299404e-05
706,950,5.8962603094299404e-05
707,951,5.8962603094299404e-05
708,952,5.8962603094299404e-05
709,953,5.8962603094299404e-05
710,954,5.8962603094299404e-05
711,955,5.8962603094299404e-05
712,956,5.8962603094299404e-05
713,957,5.8962603094299404e-05
714,958,5.8962603094299404e-05
715,959,5.8962603094299404e-05
716,960,5.8962603094299404e-05
717,961,5.8962603094299404e-05
718,962,5.8962603094299404e-05
719,963,5.8962603094299404e-05
720,964,5.8962603094299404e-05
721,965,5.8962603094299404e-05
722,966,5.8962603094299404e-05
723,967,5.8962603094299404e-05
724,968,5.8962603094299404e-05
725,969,5.8962603094299404e-05
726,970,5.8962603094299404e-05
727,971,5.8962603094299404e-05
728,972,5.8962603094299404e-05
729,973,5.8962603094299404e-05
730,974,5.8962603094299404e-05
731,975,5.8962603094299404e-05
732,976,5.8962603094299404e-05
733,977,5.8962603094299404e-05
734,978,5.8962603094299404e-05
735,979,5.8962603094299404e-05
736,980,5.8962603094299404e-05
737,981,5.8962603094299404e-05
738,982,5.8962603094299404e-05
739,983,5.8962603094299404e-05
740,984,5.8962603094299404e-05
741,985,5.8962603094299404e-05
742,986,5.8962603094299404e-05
743,987,5.8962603094299404e-05
744,988,5.8962603094299404e-05
745,989,5.8962603094299404e-05
746,990,5.8962603094299404e-05
747,991,5.8962603094299404e-05
748,992,5.8962603094299404e-05
749,993,5.8962603094299404e-05
750,994,5.8962603094299404e-05
751,995,5.8962603094299404e-05
752,996,5.8962603094299404e-05
753,997,5.8962603094299404e-05
754,998,5.8962603094299404e-05
755,999,5.8962603094299404e-05
756,1000,5.8962603094299404e-05
757,1001,5.8962603094299404e-05
758,1002,5.8962603094299404e-05
759,1003,5.8962603094299404e-05
760,1004,5.8962603094299404e-05
761,1005,5.8962603094299404e-05
762,1006,5.8962603094299404e-05
763,1007,5.8962603094299404e-05
764,1008,5.8962603094299404e-05
765,1009,5.8962603094299404e-05
766,1010,5.8962603094299404e-05
767,1011,5.8962603094299404e-05
768,1012,5.8962603094299404e-05
769,1013,5.8962603094299404e-05
770,1014,5.8962603094299404e-05
771,1015,5.8962603094299404e-05
772,1016,5.8962603094299404e-05
773,1017,5.8962603094299404e-05
774,1018,5.8962603094299404e-05
775,1019,5.8962603094299404e-05
776,1020,5.8962603094299404e-05
777,1021,5.8962603094299404e-05
778,1022,5.8962603094299404e-05
779,1023,5.8962603094299404e-05
780,1024,5.8962603094299404e-05
781,1025,5.8962603094299404e-05
782,1026,5.8962603094299404e-05
783,1027,5.8962603094299404e-05
784,1028,5.8962603094299404e-05
785,1029,5.8962603094299404e-05
786,1030,5.8962603094299404e-05
787,1031,5.8962603094299404e-05
788,1032,5.8962603094299404e-05
789,1033,5.8962603094299404e-05
790,1034,5.8962603094299404e-05
791,1035,5.8962603094299404e-05
792,1036,5.8962603094299404e-05
793,1037,5.8962603094299404e-05
794,1038,5.8962603094299404e-05
795,1039,5.8962603094299404e-05
796,1040,5.8962603094299404e-05
797,1041,5.8962603094299404e-05
798,1042,5.8962603094299404e-05
799,1043,5.8962603094299404e-05
800,1044,5.8962603094299404e-05
801,1045,5.8962603094299404e-05
802,1046,5.8962603094299404e-05
803,1047,5.8962603094299404e-05
804,1048,5.8962603094299404e-05
805,1049,5.8962603094299404e-05
806,1050,5.8962603094299404e-05
807,1051,5.8962603094299404e-05
808,1052,5.8962603094299404e-05
809,1053,5.8962603094299404e-05
810,1054,5.8962603094299404e-05
811,1055,5.8962603094299404e-05
812,1056,5.8962603094299404e-05
813,1057,5.8962603094299404e-05
814,1058,5.8962603094299404e-05
815,1059,5.8962603094299404e-05
816,1060,5.8962603094299404e-05
817,1061,5.8962603094299404e-05
818,1062,5.8962603094299404e-05
819,1063,5.8962603094299404e-05
820,1064,5.8962603094299404e-05
821,1065,5.8962603094299404e-05
822,1066,5.8962603094299404e-05
823,1067,5.8962603094299404e-05
824,1068,5.8962603094299404e-05
825,1069,5.8962603094299404e-05
826,1070,5.8962603094299404e-05
827,1071,5.8962603094299404e-05
828,1072,5.8962603094299404e-05
829,1073,5.8962603094299404e-05
830,1074,5.8962603094299404e-05
831,1075,5.8962603094299404e-05
832,1076,5.8962603094299404e-05
833,1077,5.8962603094299404e-05
834,1078,5.8962603094299404e-05
835,1079,5.8962603094299404e-05
836,1080,5.8962603094299404e-05
837,1081,5.8962603094299404e-05
838,1082,5.8962603094299404e-05
839,1083,5.8962603094299404e-05
840,1084,5.8962603094299404e-05
841,1085,5.8962603094299404e-05
842,1086,5.8962603094299404e-05
843,1087,5.8962603094299404e-05
844,1088,5.8962603094299404e-05
845,1089,5.8962603094299404e-05
846,1090,5.8962603094299404e-05
847,1091,5.8962603094299404e-05
848,1092,5.8962603094299404e-05
849,1093,5.8962603094299404e-05
850,1094,5.8962603094299404e-05
851,1095,5.8962603094299404e-05
852,1096,5.8962603094299404e-05
853,1097,5.8962603094299404e-05
854,1098,5.8962603094299404e-05
855,1099,5.8962603094299404e-05
856,1100,5.8962603094299404e-05
857,1101,5.8962603094299404e-05
858,1102,5.8962603094299404e-05
859,1103,5.8962603094299404e-05
860,1104,5.8962603094299404e-05
861,1105,5.8962603094299404e-05
862,1106,5.8962603094299404e-05
863,1107,5.8962603094299404e-05
864,1108,5.8962603094299404e-05
865,1109,5.8962603094299404e-05
866,1110,5.8962603094299404e-05
867,1111,5.8962603094299404e-05
868,1112,5.8962603094299404e-05
