feature 1,feature 2
0.08711524,0.08204506
0.087470055,0.082377955
0.08782531,0.08271122
0.08818102,0.083044864
0.08853719,0.08337897
0.08889376,0.08371349
0.08925085,0.08404839
0.08960834,0.08438371
0.08996628,0.08471945
0.090324715,0.085055575
0.090683624,0.08539215
0.091042876,0.08572912
0.09140268,0.08606653
0.091762885,0.08640434
0.0921236,0.08674258
0.09248474,0.08708124
0.09284638,0.087420285
0.09320846,0.08775979
0.093571015,0.08809972
0.093934,0.088440076
0.09429748,0.08878085
0.094661415,0.08912203
0.09502585,0.089463696
0.09539072,0.08980572
0.095756054,0.090148225
0.09612191,0.09049113
0.09648819,0.09083448
0.096854955,0.0911783
0.097222194,0.0915225
0.097589955,0.09186715
0.09795816,0.092212245
0.09832682,0.09255776
0.09869601,0.09290373
0.09906567,0.09325014
0.09943575,0.093597025
0.09980638,0.093944326
0.10017751,0.09429206
0.1005491,0.094640225
0.10092117,0.09498887
0.10129376,0.095337965
0.10166679,0.09568748
0.102040365,0.09603743
0.102414384,0.09638789
0.10278894,0.096738756
0.10316397,0.09709008
0.10353954,0.0974419
0.10391559,0.09779413
0.10429214,0.09814684
0.10466915,0.09850001
0.10504669,0.09885363
0.10542473,0.099207714
0.105803326,0.09956224
0.10618237,0.09991723
0.10656193,0.100272715
0.10694203,0.10062866
0.10732259,0.10098508
0.10770376,0.10134192
0.108085364,0.10169928
0.10846749,0.102057084
0.10885018,0.10241535
0.109233335,0.10277414
0.10961701,0.10313338
0.110001236,0.103493094
0.110386,0.103853285
0.11077128,0.10421392
0.111157045,0.10457507
0.11154339,0.104936704
0.111930266,0.1052988
0.11231764,0.10566141
0.11270554,0.1060245
0.11309398,0.10638805
0.11348297,0.10675211
0.11387244,0.107116684
0.114262536,0.10748172
0.114653155,0.10784723
0.115044236,0.10821324
0.11543599,0.108579755
0.115828164,0.108946785
0.116220936,0.10931431
0.11661425,0.10968228
0.117008165,0.11005083
0.1174026,0.110419855
0.11779755,0.11078936
0.118193105,0.11115938
0.11858918,0.1115299
0.1189858,0.11190097
0.11938304,0.1122725
0.11978074,0.11264457
0.12017909,0.11301716
0.120577976,0.11339018
0.12097745,0.113763824
0.12137744,0.11413795
0.121778026,0.11451255
0.12217918,0.1148877
0.12258093,0.11526338
0.12298325,0.11563961
0.12338607,0.11601634
0.12378958,0.11639355
0.12419358,0.116771385
0.12459819,0.11714965
0.1250033,0.1175285
0.12540907,0.11790785
0.12581551,0.11828782
0.12622243,0.1186682
0.12662998,0.119049236
0.12703812,0.11943073
0.12744683,0.11981274
0.12785612,0.120195374
0.1282661,0.12057848
0.1286766,0.12096218
0.12908769,0.121346414
0.12949935,0.12173118
0.1299117,0.12211658
0.13032469,0.12250243
0.13073823,0.12288882
0.13115233,0.12327586
0.13156712,0.12366344
0.13198245,0.12405151
0.1323984,0.12444019
0.13281503,0.12482941
0.13323224,0.12521915
0.13365006,0.1256095
0.13406855,0.1260004
0.13448761,0.12639192
0.13490734,0.12678394
0.13532768,0.12717663
0.13574862,0.12756985
0.13617027,0.12796363
0.13659248,0.12835798
0.13701534,0.1287529
0.13743894,0.12914842
0.13786298,0.12954454
0.1382878,0.12994121
0.13871318,0.13033853
0.13913935,0.13073644
0.13956603,0.13113488
0.13999349,0.13153392
0.14042148,0.13193357
0.14085016,0.13233382
0.14127949,0.1327347
0.1417095,0.13313606
0.14214016,0.1335381
0.1425715,0.1339408
0.1430035,0.13434403
0.14343613,0.13474795
0.14386946,0.1351524
0.14430353,0.13555747
0.14473817,0.13596317
0.14517349,0.13636944
0.14560953,0.13677639
0.1460463,0.13718393
0.14648363,0.1375921
0.14692168,0.1380009
0.1473605,0.13841033
0.14779997,0.13882038
0.14824004,0.13923107
0.14868093,0.13964239
0.14912248,0.14005432
0.14956467,0.14046688
0.1500076,0.14088012
0.15045121,0.14129397
0.1508956,0.14170846
0.1513406,0.14212358
0.15178642,0.14253938
0.15223283,0.14295584
0.15268004,0.14337292
0.15312794,0.14379072
0.15357658,0.1442091
0.15402587,0.14462814
0.15447594,0.1450479
0.1549268,0.14546826
0.15537833,0.14588928
0.15583056,0.14631104
0.15628359,0.1467334
0.1567373,0.14715642
0.15719175,0.14758015
0.157647,0.14800459
0.15810299,0.14842957
0.15855962,0.14885537
0.15901709,0.14928183
0.15947531,0.14970896
0.15993428,0.15013677
0.16039401,0.15056528
0.16085449,0.15099451
0.16131568,0.1514244
0.16177772,0.15185496
0.16224048,0.15228623
0.16270405,0.15271825
0.16316831,0.15315095
0.1636334,0.15358435
0.16409934,0.1540185
0.16456598,0.15445323
0.16503346,0.15488878
0.16550164,0.15532508
0.1659707,0.15576199
0.16644049,0.15619975
0.16691107,0.15663816
0.16738251,0.15707728
0.16785473,0.15751714
0.16832772,0.15795782
0.16880152,0.1583991
0.16927621,0.15884116
0.16975161,0.15928397
0.17022783,0.15972763
0.17070496,0.16017191
0.1711829,0.16061695
0.17166156,0.16106275
0.1721411,0.16150934
0.17262149,0.16195667
0.17310274,0.16240472
0.1735848,0.16285357
0.1740677,0.16330314
0.1745514,0.16375351
0.17503598,0.16420466
0.17552142,0.16465661
0.17600767,0.1651093
0.17649484,0.16556275
0.17698285,0.16601703
0.1774717,0.16647208
0.17796144,0.1669279
0.17845204,0.1673845
0.17894351,0.16784193
0.17943586,0.16830012
0.1799291,0.1687591
0.18042311,0.16921899
0.18091817,0.1696796
0.18141401,0.17014104
0.18191078,0.17060325
0.18240848,0.17106631
0.18290699,0.17153019
0.18340643,0.17199486
0.18390685,0.1724604
0.18440811,0.17292666
0.1849103,0.1733939
0.18541336,0.17386189
0.1859174,0.1743308
0.18642238,0.17480046
0.18692827,0.17527103
0.18743506,0.17574242
0.18794276,0.17621464
0.18845147,0.17668769
0.18896103,0.17716168
0.18947163,0.17763644
0.18998307,0.17811213
0.1904956,0.17858866
0.191009,0.17906603
0.1915234,0.1795443
0.19203874,0.18002346
0.1925551,0.18050352
0.19307232,0.18098441
0.19359058,0.18146622
0.19410986,0.18194889
0.19463003,0.1824325
0.19515118,0.18291694
0.19567338,0.18340237
0.19619656,0.18388867
0.19672081,0.18437597
0.19724596,0.18486401
0.19777212,0.18535307
0.19829938,0.18584299
0.19882755,0.18633386
0.19935678,0.1868257
0.1998871,0.18731841
0.20041835,0.1878121
0.20095065,0.18830681
0.20148401,0.18880233
0.20201838,0.18929882
0.20255387,0.18979628
0.20309037,0.19029471
0.20362791,0.19079411
0.20416641,0.1912944
0.20470613,0.1917957
0.2052468,0.19229802
0.20578861,0.1928013
0.20633154,0.19330543
0.20687544,0.19381073
0.20742053,0.1943169
0.2079666,0.1948241
0.2085138,0.19533232
0.2090621,0.19584155
0.20961156,0.19635165
0.21016204,0.1968629
0.21071371,0.19737516
0.2112664,0.1978884
0.21182033,0.19840258
0.21237534,0.19891793
0.21293142,0.19943428
0.2134887,0.19995159
0.21404709,0.20047003
0.21460667,0.20098937
0.21516734,0.2015099
0.21572915,0.20203142
0.2162922,0.20255399
0.21685639,0.20307773
0.21742177,0.20360243
0.21798834,0.2041283
0.21855599,0.20465508
0.21912491,0.20518307
0.21969497,0.20571212
0.22026628,0.2062422
0.22083873,0.20677349
0.22141244,0.20730579
0.2219873,0.20783927
0.22256348,0.20837376
0.2231408,0.20890948
0.22371939,0.20944622
0.22429925,0.2099841
0.22488025,0.2105232
0.22546253,0.21106339
0.22604612,0.21160462
0.22663087,0.21214718
0.22721693,0.21269077
0.2278043,0.21323553
0.22839293,0.2137815
0.22898275,0.21432859
0.22957397,0.21487695
0.23016647,0.21542639
0.23076028,0.21597692
0.23135528,0.21652871
0.23195168,0.21708182
0.23254943,0.21763602
0.23314843,0.21819153
0.2337487,0.21874817
0.23435044,0.21930602
0.23495346,0.21986505
0.23555776,0.2204254
0.23616348,0.22098693
0.23677063,0.22154976
0.23737909,0.22211382
0.2379889,0.22267905
0.23860008,0.22324565
0.23921266,0.22381344
0.23982665,0.22438255
0.240442,0.2249529
0.24105883,0.22552463
0.24167702,0.22609752
0.24229664,0.22667173
0.24291769,0.22724715
0.24354012,0.22782409
0.24416402,0.22840227
0.24478939,0.22898173
0.24541622,0.22956258
0.24604449,0.23014471
0.24667424,0.23072818
0.24730548,0.23131299
0.24793817,0.23189923
0.24857238,0.23248677
0.24920808,0.23307568
0.24984519,0.23366594
0.2504837,0.23425764
0.2511239,0.23485065
0.2517657,0.23544517
0.25240898,0.23604098
0.25305378,0.23663823
0.2537002,0.237237
0.25434813,0.23783705
0.25499767,0.23843868
0.25564873,0.23904164
0.25630134,0.23964605
0.25695568,0.2402519
0.2576115,0.24085918
0.25826895,0.2414681
0.25892794,0.2420783
0.2595887,0.24269015
0.26025105,0.24330339
0.260915,0.24391818
0.2615806,0.2445344
0.26224786,0.2451522
0.26291677,0.24577157
0.26358747,0.24639234
0.26425973,0.24701475
0.26493374,0.24763861
0.2656094,0.2482641
0.2662868,0.24889117
0.26696587,0.2495198
0.26764673,0.25014982
0.26832932,0.25078166
0.2690136,0.25141507
0.26969978,0.25204995
0.27038756,0.25268662
0.27107722,0.25332487
0.2717686,0.25396478
0.27246192,0.25460622
0.27315688,0.25524944
0.27385366,0.25589418
0.2745523,0.25654072
0.27525276,0.25718895
0.27595514,0.2578389
0.2766593,0.2584904
0.2773654,0.25914362
0.27807325,0.25979856
0.278783,0.26045537
0.27949476,0.26111376
0.2802083,0.261774
0.2809239,0.26243597
0.28164124,0.26309967
0.28236073,0.26376516
0.283082,0.26443237
0.28380525,0.26510155
0.2845305,0.26577234
0.2852578,0.26644516
0.28598702,0.2671196
0.2867182,0.26779598
0.28745154,0.26847416
0.2881867,0.26915425
0.28892416,0.26983616
0.28966343,0.27052003
0.29040483,0.27120578
0.29114842,0.27189332
0.2918939,0.272583
0.2926416,0.2732744
0.2933914,0.27396774
0.29414338,0.2746631
0.29489738,0.27536047
0.2956537,0.27605966
0.29641202,0.27676105
0.2971725,0.2774642
0.2979353,0.27816957
0.2987002,0.27887684
0.29946738,0.27958605
0.30023673,0.28029743
0.3010084,0.28101084
0.3017822,0.28172642
0.30255833,0.282444
0.3033367,0.28316367
0.30411756,0.28388542
0.30490053,0.28460935
0.30568594,0.28533536
0.3064736,0.28606355
0.3072636,0.28679398
0.30805606,0.28752643
0.30885082,0.2882612
0.30964807,0.2889981
0.31044763,0.28973716
0.31124958,0.29047856
0.31205407,0.2912223
0.31286097,0.29196805
0.3136704,0.29271626
0.31448224,0.2934668
0.31529665,0.29421943
0.31611356,0.29497457
0.31693304,0.29573196
0.31775498,0.2964917
0.31857955,0.2972538
0.3194067,0.29801828
0.32023638,0.2987852
0.32106876,0.29955447
0.32190382,0.30032623
0.32274145,0.3011004
0.32358176,0.30187708
0.32442477,0.3026561
0.3252706,0.30343777
0.32611907,0.3042219
0.32697022,0.30500847
0.32782423,0.3057977
0.32868087,0.30658954
0.32954043,0.30738387
0.33040273,0.30818075
0.33126795,0.30898035
0.33213598,0.3097824
0.33300692,0.31058723
0.33388066,0.3113948
0.3347574,0.31220496
0.33563697,0.31301796
0.3365196,0.31383353
0.3374052,0.31465194
0.3382938,0.31547302
0.3391853,0.316297
0.34008002,0.3171237
0.34097767,0.31795323
0.3418784,0.3187856
0.34278226,0.3196209
0.34368938,0.320459
0.34459943,0.3213001
0.3455127,0.32214403
0.34642923,0.32299095
0.34734905,0.3238408
0.34827185,0.32469374
0.34919804,0.3255497
0.35012746,0.3264085
0.35106027,0.32727057
0.35199645,0.32813567
0.35293585,0.3290039
0.3538788,0.32987523
0.35482508,0.3307497
0.35577464,0.3316273
0.35672793,0.33250815
0.35768437,0.33339226
0.35864463,0.33427957
0.3596083,0.3351701
0.36057556,0.3360641
0.36154637,0.33696127
0.36252078,0.3378619
0.36349893,0.3387657
0.3644806,0.33967316
0.36546606,0.34058398
0.36645526,0.34149808
0.36744818,0.34241584
0.36844492,0.34333706
0.36944547,0.34426177
0.37044984,0.3451902
0.3714581,0.34612215
0.37247017,0.3470577
0.37348628,0.347997
0.3745064,0.34893987
0.37553042,0.34988642
0.37655854,0.3508368
0.37759066,0.35179096
0.37862697,0.35274887
0.37966728,0.3537107
0.38071185,0.3546763
0.38176063,0.35564587
0.3828135,0.3566194
0.38387084,0.35759687
0.38493234,0.35857826
0.38599828,0.35956383
0.38706842,0.36055332
0.38814306,0.36154705
0.3892223,0.36254483
0.39030582,0.36354685
0.391394,0.3645531
0.39248657,0.36556354
0.3935839,0.36657822
0.3946858,0.36759734
0.39579225,0.36862075
0.3969037,0.36964858
0.39801973,0.37068084
0.3991406,0.37171757
0.40026635,0.37275884
0.401397,0.3738047
0.40253252,0.37485516
0.403673,0.37591022
0.4048185,0.37697
0.40596908,0.37803435
0.40712476,0.3791036
0.40828562,0.38017774
0.4094517,0.38125664
0.41062292,0.38234043
0.4117995,0.3834293
0.41298142,0.3845231
0.41416878,0.38562185
0.41536158,0.38672575
0.41655982,0.3878348
0.41776365,0.3889491
0.418973,0.39006853
0.42018804,0.39119333
0.42140883,0.39232337
0.42263538,0.3934589
0.42386758,0.3945999
0.4251058,0.39574635
0.42634988,0.3968984
0.42759997,0.3980561
0.42885616,0.39921924
0.43011838,0.40038836
0.4313868,0.4015631
0.4326614,0.40274382
0.43394226,0.4039303
0.43522954,0.40512282
0.43652308,0.40632132
0.43782336,0.40752596
0.43913,0.4087366
0.44044328,0.40995365
0.4417632,0.41117674
0.44308987,0.41240633
0.44442335,0.41364235
0.44576377,0.41488487
0.44711107,0.41613376
0.44846547,0.41738945
0.4498269,0.4186517
0.45119548,0.41992074
0.4525714,0.42119664
0.45395452,0.4224794
0.4553452,0.42376924
0.45674327,0.42506608
0.45814896,0.42637005
0.45956224,0.42768127
0.46098328,0.42899978
0.46241206,0.4303257
0.46384892,0.43165904
0.4652937,0.4329999
0.46674657,0.43434846
0.46820766,0.43570477
0.46967694,0.43706882
0.47115448,0.4384408
0.47264066,0.4398209
0.47413534,0.44120902
0.4756387,0.44260526
0.4771508,0.44400993
0.47867173,0.44542286
0.48020166,0.44684434
0.48174065,0.44827443
0.4832888,0.44971335
0.48484632,0.4511609
0.48641318,0.45261747
0.4879895,0.45408303
0.48957545,0.4555577
0.4911713,0.45704162
0.492777,0.458535
0.49439257,0.46003792
0.4960183,0.46155027
0.49765432,0.46307245
0.49930072,0.46460456
0.5009569,0.46614683
0.5026244,0.46769896
0.5043027,0.4692614
0.50599194,0.4708343
0.50769216,0.4724177
0.5094037,0.47401184
0.5111265,0.4756168
0.5128609,0.4772327
0.514607,0.47885966
0.5163648,0.48049814
0.5181347,0.48214784
0.5199167,0.48380923
0.52171093,0.4854824
0.5235178,0.48716742
0.52533716,0.48886463
0.52716947,0.49057412
0.5290148,0.4922961
0.5308733,0.49403054
0.53274524,0.4957781
0.5346308,0.49753845
0.5365301,0.4993121
0.5384434,0.5010984
0.5403708,0.5028991
0.5423128,0.5047136
0.5442692,0.5065421
0.5462406,0.50838494
0.5482271,0.51024216
0.55022883,0.51211405
0.5522461,0.514001
0.55427915,0.5159031
0.5563283,0.51782066
0.5583936,0.5197538
0.5604756,0.5217029
0.5625743,0.5236682
0.5646901,0.52565
0.56682324,0.52764845
0.5689742,0.529664
0.57114303,0.5316968
0.57333,0.5337473
0.57553554,0.5358157
0.57776,0.5379022
0.58000356,0.5400075
0.5822668,0.54213136
0.5845497,0.54427457
0.58685297,0.5464373
0.5891768,0.54862
0.5915215,0.550823
0.59388757,0.5530466
0.5962753,0.55529135
0.5986852,0.55755746
0.6011177,0.5598453
0.60357296,0.5621556
0.6060516,0.56448853
0.6085542,0.56684446
0.611081,0.5692242
0.6136326,0.57162803
0.6162095,0.57405627
0.61881196,0.57650954
0.6214408,0.5789885
0.6240965,0.58149356
0.62677944,0.58402514
0.6294903,0.5865841
0.6322297,0.5891708
0.6349982,0.59178585
0.63779634,0.5944299
0.6406249,0.5971036
0.64348435,0.5998076
0.6463756,0.60254264
0.6492993,0.60530937
0.65225613,0.6081085
0.65524673,0.6109408
0.65827215,0.61380714
0.66133285,0.6167083
0.6644301,0.61964506
0.66756445,0.6226181
0.67073685,0.6256287
0.6739483,0.6286775
0.67719936,0.63176537
0.68049175,0.6348938
0.6838261,0.63806355
0.6872036,0.64127564
0.69062525,0.6445313
0.69409245,0.6478318
0.69760615,0.65117806
0.70116764,0.65457153
0.70477843,0.6580135
0.7084397,0.66150546
0.71215296,0.66504854
0.7159197,0.6686446
0.7197413,0.672295
0.72361964,0.67600137
0.7275563,0.6797654
0.731553,0.683589
0.7356117,0.6874739
0.73973435,0.6914222
0.74392277,0.6954357
0.7481793,0.6995167
0.752506,0.70366764
0.75690544,0.70789057
0.76138,0.7121881
0.7659322,0.71656287
0.77056473,0.7210175
0.77528065,0.7255552
0.7800829,0.7301787
0.7849745,0.7348914
0.78995925,0.73969674
0.7950403,0.7445982
0.80022174,0.7495998
0.80550736,0.75470537
0.81090164,0.7599194
0.816409,0.7652465
0.8220343,0.77069145
0.8277826,0.7762594
0.8336594,0.781956
0.8396707,0.7877872
0.8458226,0.7937593
0.85212195,0.7998791
0.85857594,0.8061538
0.86519223,0.8125914
0.87197924,0.8192004
0.878946,0.8259898
0.88610226,0.83296955
0.8934586,0.8401504
0.90102667,0.84754395
0.90881866,0.85516286
0.91684854,0.86302114
0.92513126,0.8711339
0.9336832,0.8795178
0.9425224,0.8881911
0.951669,0.8971742
0.96114504,0.90648955
0.97097546,0.9161623
0.9811878,0.92622036
0.99181306,0.9366951
