losses,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30
0.013170246966183186,0.0025252583,-0.006630441,-0.0038063617,-0.0067393905,-0.006426082,-0.0032273661,-0.005353504,-0.0062744627,-0.007030153,-0.0029670205,0.00018958189,-0.005109177,9.301043e-05,-0.004996345,-0.004925782,0.00063730555,-0.0025670906,-0.002214838,-0.0036429542,0.00010450665,-0.00062008406,-0.007061479,-0.0042035514,-0.007111475,-0.006657863,-0.0038479941,-0.005341804,-0.005968201,-0.0072075836,-0.003803371,-0.0029185233
0.013810276985168457,0.00265344,-0.006948863,-0.0039910125,-0.0070627565,-0.006734008,-0.0033808579,-0.005607253,-0.0065731998,-0.0073665734,-0.0031077242,0.0002024704,-0.0053524133,9.836568e-05,-0.0052334834,-0.005159596,0.0006693492,-0.0026854884,-0.002316543,-0.0038146377,0.000111841975,-0.0006452906,-0.007401094,-0.004408231,-0.0074530393,-0.0069772424,-0.00403386,-0.0055969963,-0.0062536495,-0.007553737,-0.00398721,-0.003057498
0.014448625966906548,0.0027818033,-0.0072661107,-0.004175158,-0.0073849037,-0.0070407363,-0.0035336441,-0.0058597513,-0.006870594,-0.007701642,-0.003247743,0.00021566634,-0.0055945585,0.00010378174,-0.005469488,-0.0053922962,0.00070140435,-0.0028029904,-0.0024174345,-0.00398538,0.0001193636,-0.0006699748,-0.007739503,-0.004612419,-0.0077933487,-0.007295411,-0.0042191446,-0.0058511198,-0.0065379348,-0.00789861,-0.004170485,-0.0031958479
0.015085302293300629,0.0029103463,-0.007582195,-0.004358803,-0.007705842,-0.007346276,-0.003685731,-0.006111009,-0.007166656,-0.008035367,-0.0033870828,0.00022916729,-0.0058356225,0.00010925756,-0.005704372,-0.005623894,0.00073346973,-0.0029196045,-0.002517519,-0.0041551916,0.00012706945,-0.00069414044,-0.008076714,-0.0048161214,-0.008132411,-0.007612379,-0.004403851,-0.0061041843,-0.006821067,-0.008242223,-0.0043532,-0.0033335793
0.015720317140221596,0.00303907,-0.007897121,-0.0045419503,-0.008025579,-0.007650639,-0.0038371244,-0.0063610375,-0.0074614,-0.008367768,-0.0035257493,0.0002429712,-0.006075618,0.00011479243,-0.0059381453,-0.0058544,0.0007655448,-0.0030353377,-0.0026168025,-0.0043240795,0.00013495772,-0.0007177916,-0.008412743,-0.0050193416,-0.008470241,-0.007928154,-0.0045879856,-0.0063561993,-0.0071030566,-0.008584583,-0.0045353603,-0.003470697
0.016353677958250046,0.0031679724,-0.008210907,-0.004724606,-0.008344132,-0.007953832,-0.003987829,-0.006609846,-0.0077548344,-0.008698851,-0.003663748,0.00025707553,-0.0063145515,0.00012038546,-0.006170816,-0.0060838247,0.00079762866,-0.0031501967,-0.002715292,-0.004492051,0.00014302603,-0.0007409322,-0.008747598,-0.005222085,-0.008806851,-0.008242756,-0.004771552,-0.006607171,-0.007383912,-0.008925701,-0.004716969,-0.003607205
0.016985399648547173,0.0032970537,-0.008523559,-0.0049067726,-0.008661507,-0.008255871,-0.0041378546,-0.0068574436,-0.008046966,-0.00902863,-0.0038010855,0.0002714781,-0.0065524345,0.0001260356,-0.0064023966,-0.0063121766,0.00082972064,-0.0032641892,-0.0028129928,-0.0046591125,0.00015127263,-0.000763566,-0.009081287,-0.005424355,-0.009142248,-0.008556189,-0.004954556,-0.00685711,-0.007663643,-0.009265583,-0.004898033,-0.0037431093
0.017615485936403275,0.0034263139,-0.008835088,-0.005088456,-0.008977716,-0.008556765,-0.0042872047,-0.0071038427,-0.00833782,-0.009357117,-0.0039377655,0.00028617692,-0.0067892782,0.00013174227,-0.006632897,-0.0065394687,0.0008618198,-0.0033773212,-0.0029099125,-0.0048252735,0.00015969547,-0.0007856969,-0.009413825,-0.0056261565,-0.009476444,-0.008868465,-0.005137004,-0.007106025,-0.007942257,-0.009604247,-0.005078557,-0.0038784146
0.018243951722979546,0.0035557519,-0.009145502,-0.0052696606,-0.009292766,-0.008856522,-0.0044358848,-0.0073490525,-0.008627396,-0.009684319,-0.004073797,0.00030116958,-0.007025092,0.00013750445,-0.0068623265,-0.00676571,0.0008939253,-0.0034896005,-0.003006056,-0.0049905395,0.00016829261,-0.00080732873,-0.009745218,-0.005827493,-0.009809447,-0.009179592,-0.0053188987,-0.0073539233,-0.008219767,-0.009941697,-0.0052585443,-0.0040131235
0.018870798870921135,0.0036853673,-0.009454813,-0.0054503903,-0.009606671,-0.009155154,-0.004583902,-0.0075930823,-0.008915711,-0.010010252,-0.004209184,0.00031645398,-0.007259885,0.00014332114,-0.007090698,-0.0069909124,0.00092603645,-0.0036010337,-0.00310143,-0.0051549193,0.00017706188,-0.0008284652,-0.010075478,-0.00602837,-0.010141274,-0.009489585,-0.005500247,-0.007600814,-0.008496184,-0.010277949,-0.005438002,-0.0041472446
0.019496044144034386,0.0038151592,-0.00976303,-0.0056306506,-0.00991944,-0.009452673,-0.004731262,-0.0078359395,-0.009202773,-0.010334928,-0.0043439325,0.00033202796,-0.007493669,0.0001491917,-0.00731802,-0.007215086,0.00095815246,-0.0037116283,-0.0031960406,-0.00531842,0.00018600142,-0.0008491103,-0.010404617,-0.0062287915,-0.010471929,-0.00979845,-0.0056810537,-0.007846704,-0.0087715145,-0.010613011,-0.005616933,-0.0042807814
0.020119693130254745,0.003945126,-0.010070164,-0.005810445,-0.010231083,-0.009749087,-0.0048779706,-0.008077642,-0.009488594,-0.0106583545,-0.0044780485,0.0003478894,-0.0077264532,0.0001551152,-0.0075443033,-0.0074382396,0.000990272,-0.0038213907,-0.003289894,-0.0054810485,0.00019510923,-0.0008692675,-0.010732641,-0.006428762,-0.010801427,-0.0101062,-0.0058613233,-0.008091604,-0.0090457685,-0.010946892,-0.005795344,-0.004413738
0.02074175700545311,0.00407527,-0.010376221,-0.005989777,-0.01054161,-0.010044404,-0.0050240327,-0.008318194,-0.009773187,-0.010980545,-0.0046115364,0.00036403595,-0.0079582445,0.00016109078,-0.0077695567,-0.007660385,0.0010223954,-0.0039303266,-0.0033829962,-0.0056428122,0.00020438345,-0.0008889405,-0.011059564,-0.006628285,-0.011129776,-0.010412846,-0.006041061,-0.008335524,-0.0093189515,-0.0112796035,-0.0059732366,-0.00454612
0.021362243220210075,0.004205589,-0.010681214,-0.0061686533,-0.010851033,-0.010338638,-0.005169455,-0.0085576065,-0.010056561,-0.011301508,-0.004744403,0.00038046582,-0.008189059,0.00016711748,-0.007993789,-0.00788153,0.0010545214,-0.0040384457,-0.0034753536,-0.005803719,0.00021382196,-0.0009081332,-0.011385392,-0.006827364,-0.011456989,-0.010718395,-0.006220272,-0.00857847,-0.009591078,-0.011611158,-0.006150619,-0.004677931
0.02198115922510624,0.0043360824,-0.010985153,-0.0063470756,-0.011159359,-0.010631798,-0.005314243,-0.008795889,-0.010338727,-0.01162126,-0.0048766527,0.00039717677,-0.008418903,0.00017319465,-0.008217018,-0.008101689,0.0010866488,-0.004145752,-0.0035669717,-0.0059637744,0.00022342274,-0.0009268491,-0.01171014,-0.0070260055,-0.011783073,-0.01102286,-0.0063989605,-0.00882045,-0.009862157,-0.0119415615,-0.006327493,-0.0048091765
0.022598516196012497,0.0044667497,-0.011288045,-0.006525051,-0.0114666,-0.010923894,-0.0054584024,-0.009033052,-0.010619697,-0.011939807,-0.0050082924,0.00041416666,-0.008647787,0.00017932124,-0.008439247,-0.008320872,0.0011187774,-0.004252254,-0.003657856,-0.0061229886,0.00023318401,-0.0009450917,-0.012033815,-0.0072242124,-0.012108039,-0.01132625,-0.006577132,-0.0090614725,-0.010132194,-0.012270827,-0.006503866,-0.0049398597
0.023214323446154594,0.0045975903,-0.011589902,-0.0067025805,-0.011772763,-0.011214936,-0.0056019383,-0.009269103,-0.01089948,-0.0122571625,-0.0051393257,0.00043143344,-0.008875722,0.0001854966,-0.008660489,-0.008539084,0.0011509059,-0.0043579573,-0.0037480136,-0.006281365,0.00024310393,-0.00096286484,-0.012356425,-0.007421988,-0.012431901,-0.011628575,-0.0067547904,-0.009301545,-0.0104012005,-0.012598963,-0.0066797407,-0.0050699874
0.023828590288758278,0.004728603,-0.0118907355,-0.0068796715,-0.012077862,-0.011504935,-0.0057448577,-0.009504054,-0.011178091,-0.012573337,-0.0052697603,0.00044897525,-0.009102715,0.00019171991,-0.008880753,-0.008756343,0.001183034,-0.004462869,-0.0038374495,-0.0064389138,0.00025318036,-0.0009801723,-0.012677984,-0.007619338,-0.012754666,-0.011929845,-0.006931942,-0.009540679,-0.010669184,-0.0129259825,-0.0068551227,-0.0051995628
0.024441318586468697,0.0048597883,-0.012190549,-0.0070563257,-0.012381906,-0.011793897,-0.0058871647,-0.009737914,-0.011455536,-0.012888342,-0.0053996006,0.00046678982,-0.009328778,0.00019798998,-0.009100049,-0.008972654,0.0012151605,-0.0045669964,-0.003926169,-0.0065956404,0.0002634113,-0.0009970168,-0.012998499,-0.007816263,-0.013076343,-0.01223007,-0.0071085906,-0.009778878,-0.010936155,-0.013251891,-0.007030016,-0.0053285905
0.025052526965737343,0.004991145,-0.012489356,-0.0072325496,-0.012684904,-0.012081837,-0.0060288673,-0.009970691,-0.011731828,-0.013202189,-0.0055288514,0.00048487523,-0.00955392,0.0002043065,-0.009318387,-0.009188029,0.0012472849,-0.0046703443,-0.00401418,-0.0067515513,0.00027379522,-0.0010134021,-0.013317982,-0.008012772,-0.013396945,-0.012529264,-0.007284742,-0.010016153,-0.011202121,-0.013576703,-0.007204425,-0.0054570753
0.025662215426564217,0.005122672,-0.012787165,-0.007408345,-0.012986865,-0.012368763,-0.0061699674,-0.010202397,-0.012006978,-0.013514886,-0.0056575183,0.0005032293,-0.009778149,0.00021066835,-0.009535776,-0.009402476,0.0012794067,-0.00477292,-0.004101486,-0.0069066547,0.00028433,-0.0010293319,-0.013636442,-0.008208867,-0.013716481,-0.012827432,-0.0074603986,-0.010252511,-0.011467092,-0.013900425,-0.0073783547,-0.0055850204
0.026270398870110512,0.0052543683,-0.013083987,-0.007583718,-0.0132878,-0.012654683,-0.006310474,-0.01043304,-0.012280995,-0.013826445,-0.0057856077,0.00052185066,-0.010001477,0.0002170747,-0.009752227,-0.009616008,0.0013115245,-0.0048747305,-0.0041880943,-0.007060957,0.00029501365,-0.0010448098,-0.013953886,-0.008404551,-0.01403496,-0.013124584,-0.007635567,-0.010487961,-0.011731077,-0.014223069,-0.007551809,-0.005712432
0.02687707729637623,0.0053862343,-0.01337983,-0.0077586714,-0.013587717,-0.012939609,-0.006450389,-0.010662628,-0.012553889,-0.014136877,-0.0059131235,0.0005407369,-0.010223912,0.00022352506,-0.00996775,-0.009828631,0.0013436384,-0.004975782,-0.004274009,-0.0072144642,0.00030584488,-0.0010598386,-0.014270326,-0.008599831,-0.014352396,-0.013420731,-0.007810251,-0.010722509,-0.0119940825,-0.014544643,-0.0077247927,-0.0058393134
0.02748226560652256,0.0055182697,-0.013674702,-0.007933207,-0.013886629,-0.013223549,-0.006589721,-0.010891172,-0.012825673,-0.0144461915,-0.0060400716,0.00055988616,-0.010445464,0.00023001827,-0.010182355,-0.010040358,0.0013757468,-0.0050760796,-0.004359236,-0.0073671844,0.00031682098,-0.0010744222,-0.014585772,-0.008794707,-0.014668793,-0.013715884,-0.007984454,-0.010956163,-0.012256119,-0.014865158,-0.007897307,-0.0059656696
0.028085969388484955,0.005650472,-0.013968613,-0.008107334,-0.01418454,-0.013506513,-0.0067284745,-0.01111868,-0.013096357,-0.0147544015,-0.006166457,0.00057929655,-0.010666143,0.00023655371,-0.010396048,-0.010251197,0.0014078496,-0.0051756306,-0.0044437815,-0.007519122,0.0003279408,-0.0010885634,-0.014900233,-0.008989187,-0.014984164,-0.014010052,-0.008158183,-0.01118893,-0.012517195,-0.01518462,-0.008069363,-0.0060915053
0.028688199818134308,0.0057828417,-0.014261573,-0.008281056,-0.014481464,-0.013788512,-0.0068666544,-0.011345163,-0.0133659495,-0.015061516,-0.0062922845,0.000598966,-0.010885956,0.00024313055,-0.010608844,-0.010461159,0.0014399458,-0.005274441,-0.00452765,-0.007670286,0.0003392023,-0.0011022661,-0.015213716,-0.009183271,-0.015298521,-0.014303245,-0.008331444,-0.011420822,-0.012777317,-0.015503043,-0.008240961,-0.006216823
0.02928895317018032,0.005915378,-0.01455359,-0.008454373,-0.014777409,-0.014069555,-0.0070042657,-0.011570629,-0.013634462,-0.015367544,-0.0064175604,0.00061889284,-0.011104915,0.00024974826,-0.010820748,-0.010670253,0.0014720347,-0.005372517,-0.004610848,-0.00782068,0.0003506036,-0.001115533,-0.015526234,-0.0093769645,-0.015611868,-0.014595469,-0.008504238,-0.01165184,-0.013036497,-0.015820429,-0.008412106,-0.006341628
0.029888253659009933,0.0060480805,-0.014844672,-0.008627292,-0.015072385,-0.014349649,-0.0071413135,-0.011795085,-0.013901902,-0.015672492,-0.0065422878,0.0006390752,-0.011323025,0.00025640556,-0.011031773,-0.010878488,0.0015041155,-0.0054698642,-0.0046933806,-0.0079703145,0.00036214286,-0.0011283681,-0.015837785,-0.009570271,-0.015924212,-0.014886737,-0.00867657,-0.011881998,-0.01329474,-0.016136799,-0.0085828025,-0.006465924
0.030486099421977997,0.0061809486,-0.01513483,-0.008799816,-0.0153664,-0.014628805,-0.0072778035,-0.012018541,-0.014168285,-0.01597638,-0.006666473,0.0006595113,-0.011540301,0.00026310235,-0.011241926,-0.011085875,0.001536188,-0.00556649,-0.004775253,-0.008119193,0.00037381862,-0.0011407735,-0.016148396,-0.009763196,-0.016235575,-0.015177058,-0.0088484455,-0.012111301,-0.013552057,-0.016452156,-0.008753054,-0.0065897154
0.031082499772310257,0.0063139806,-0.015424072,-0.008971949,-0.015659455,-0.014907034,-0.007413741,-0.012241008,-0.014433614,-0.016279213,-0.006790122,0.00068019924,-0.011756748,0.00026983733,-0.011451215,-0.011292423,0.0015682508,-0.0056623984,-0.00485647,-0.0082673235,0.00038562884,-0.0011527531,-0.016458068,-0.009955741,-0.016545959,-0.0154664405,-0.009019868,-0.012339754,-0.0138084525,-0.01676651,-0.008922864,-0.0067130066
0.03167746216058731,0.0064471764,-0.015712399,-0.009143695,-0.015951574,-0.015184341,-0.0075491313,-0.012462491,-0.014697904,-0.016581003,-0.0069132373,0.0007011369,-0.011972375,0.00027660988,-0.011659652,-0.01149814,0.0016003037,-0.0057575973,-0.004937038,-0.008414712,0.0003975719,-0.0011643101,-0.016766809,-0.010147911,-0.016855374,-0.015754886,-0.009190844,-0.012567366,-0.014063938,-0.017079871,-0.009092238,-0.0068358015
0.032270994037389755,0.0065805363,-0.015999835,-0.009315057,-0.016242763,-0.015460739,-0.0076839793,-0.012683002,-0.014961163,-0.016881756,-0.0070358254,0.00072232273,-0.012187192,0.0002834194,-0.011867246,-0.011703037,0.0016323461,-0.005852092,-0.005016962,-0.008561363,0.00040964596,-0.0011754473,-0.01707463,-0.010339711,-0.017163828,-0.016042423,-0.009361375,-0.012794146,-0.01431852,-0.017392244,-0.00926118,-0.0069581037
0.032863106578588486,0.006714057,-0.01628638,-0.009486038,-0.016533025,-0.015736226,-0.007818285,-0.012902547,-0.015223401,-0.017181486,-0.007157891,0.00074375514,-0.012401208,0.0002902649,-0.012074003,-0.011907121,0.0016643766,-0.0059458874,-0.0050962456,-0.008707285,0.00042184922,-0.0011861679,-0.017381534,-0.0105311405,-0.017471336,-0.016329043,-0.009531464,-0.0130201,-0.014572207,-0.017703641,-0.009429693,-0.007079918
0.033453796058893204,0.006847741,-0.016572043,-0.009656645,-0.016822372,-0.016010828,-0.007952063,-0.013121137,-0.015484627,-0.017480198,-0.0072794384,0.0007654322,-0.012614431,0.00029714624,-0.012279935,-0.012110403,0.0016963957,-0.006038991,-0.005174895,-0.008852482,0.0004341803,-0.0011964748,-0.01768754,-0.010722207,-0.017777897,-0.016614765,-0.009701122,-0.013245234,-0.014825007,-0.01801407,-0.009597782,-0.007201248
0.0340430811047554,0.006981586,-0.016856834,-0.00982688,-0.01711081,-0.016284548,-0.008085313,-0.013338778,-0.015744843,-0.017777907,-0.0074004726,0.0007873521,-0.012826869,0.000304062,-0.01248505,-0.012312893,0.0017284013,-0.006131407,-0.0052529164,-0.0089969635,0.0004466374,-0.001206371,-0.017992646,-0.010912912,-0.018083528,-0.016899591,-0.009870345,-0.013469556,-0.015076928,-0.018323537,-0.009765452,-0.007322098
0.03463096171617508,0.0071155913,-0.01714076,-0.009996746,-0.01739835,-0.016557392,-0.008218041,-0.01355548,-0.016004074,-0.018074617,-0.007520998,0.00080951344,-0.013038531,0.00031101197,-0.012689358,-0.012514598,0.0017603941,-0.006223141,-0.0053303125,-0.009140732,0.00045921886,-0.0012158598,-0.018296868,-0.011103261,-0.018388234,-0.017183539,-0.010039143,-0.013693076,-0.015327977,-0.018632062,-0.009932706,-0.0074424706
0.03521744906902313,0.007249756,-0.017423827,-0.010166248,-0.017685004,-0.016829371,-0.008350249,-0.013771251,-0.016262323,-0.018370345,-0.00764102,0.0008319139,-0.013249425,0.00031799515,-0.012892865,-0.012715527,0.0017923726,-0.0063142003,-0.0054070903,-0.009283792,0.0004719228,-0.0012249437,-0.01860021,-0.011293257,-0.018692028,-0.017466605,-0.010207517,-0.013915796,-0.015578162,-0.01893964,-0.010099547,-0.007562371
