num_itr,sup_err
100,0.08277498185634619
200,0.04136178642511373
300,0.025080904364585925
400,0.02227828651666646
500,0.021631643176078845
600,0.02098102122545247
700,0.019976474344730426
800,0.019221559166908313
900,0.017768360674381305
1000,0.016727901995182086
1100,0.01610259711742406
1200,0.015122018754482318
1300,0.01463157683610921
1400,0.014834098517894793
1500,0.01428043097257619
1600,0.014151342213153888
1700,0.013515241444110919
1800,0.013074666261673022
1900,0.012903861701488543
2000,0.012686558067798663
2100,0.012792356312274981
2200,0.011996373534202624
2300,0.0120317935943604
2400,0.012122705578804065
2500,0.011473767459392596
2600,0.011041611433029223
2700,0.010747231543064166
2800,0.010379038751125384
2900,0.01036875694990163
3000,0.009750634431839038
3100,0.009230539202690173
3200,0.009333364665508319
3300,0.009279996156692553
3400,0.009356118738651324
3500,0.00947470963001256
3600,0.009537778794765521
3700,0.009628154337406207
3800,0.009138695895671893
3900,0.008938446640968371
4000,0.009001649916172076
4100,0.009051904082298327
4200,0.00911261886358266
4300,0.009148783981800128
4400,0.008209615945816089
4500,0.00830322504043584
4600,0.008105933666229297
4700,0.008095137774944354
4800,0.007960423827171374
4900,0.007843919098377276
5000,0.007927425205707599
5100,0.007863700389862109
5200,0.007936559617519427
5300,0.00793877989053731
5400,0.007990799844265033
5500,0.008084334433078814
5600,0.007983557879924823
5700,0.008031852543354083
5800,0.00785309076309209
5900,0.007755145430564929
6000,0.007825009524822284
6100,0.007868573069572497
6200,0.007922083139419604
6300,0.007967211306095172
6400,0.007868126034736682
6500,0.007857270538806964
6600,0.00790923088788991
6700,0.007755495607852984
6800,0.007826440036296893
6900,0.007837705314159442
7000,0.007671698927879382
7100,0.007744863629341174
7200,0.007804438471794177
7300,0.007571935653686572
7400,0.007649511098861743
7500,0.007727980613708545
7600,0.007814005017280627
7700,0.007787451148033191
7800,0.0078067332506180295
7900,0.0077276080846786985
8000,0.007629327476024676
8100,0.007425688207149554
8200,0.00748794525861745
8300,0.007567457854747821
8400,0.00765966624021535
8500,0.0076897516846657285
8600,0.007733508944511462
8700,0.007772810757160235
8800,0.007595807313919116
8900,0.007079295814037372
9000,0.00711315870285039
9100,0.006905704736709643
9200,0.006924875080585528
