num_itr,sup_err
490.0,0.08445850014686593
880.0,0.07567043602466589
1450.0,0.06840142607688912
2430.0,0.06323765218257911
4160.0,0.05453655868768695
6750.0,0.04956202954053886
9780.0,0.04381656646728517
13500.0,0.038702920079231304
18820.0,0.034449715167284095
25470.0,0.03196515142917633
33420.0,0.0266476608812809
43080.0,0.023112863302230918
55220.0,0.0217357501387597
70440.0,0.01974600739777093
89010.0,0.014959000051021586
110570.0,0.015464128926396405
136050.0,0.01311255618929865
166250.0,0.01003527082502844
203030.0,0.010550880804657967
247320.0,0.0072211511433124854
301060.0,0.007726663723588
364530.0,0.00651122815907005
443010.0,0.0040124412626028165
538350.0,0.00447005918249488
