0,1,2,3,4,5,6,7,8,9
5.906517406318927,3.041289355414151,2.6458057786192932,3.0739061692587,2.175145422575966,2.2779596303040868,2.0982910799273866,1.7752617616229431,1.8237439724943794,2.548698652623461
0.0,11.182972468459093,2.185922814366107,2.41930150649118,3.0501785864140913,1.3946826793354778,2.5978994722052873,1.4168077842315105,0.5694154590494517,2.5059435755471737
0.0,0.0,5.8175902008876585,2.564297429193299,1.5075531688140738,1.639819584056891,1.3905031426731023,1.434075164645446,1.0590122912349687,2.1138274538219908
0.0,0.0,0.0,8.67270125796157,0.17697063078739195,1.1337192027911325,0.2746030751252115,0.44399194504846823,0.4159800710599465,1.4352640196590252
0.0,0.0,0.0,0.0,5.792066886877746,0.7706201143284157,1.3928158392354077,0.9909042251928499,0.48220481620105404,0.8466513550980109
0.0,0.0,0.0,0.0,0.0,5.658761730081713,0.5613581207304311,0.592260508207271,0.4220276752804065,0.8458454091698216
0.0,0.0,0.0,0.0,0.0,0.0,5.293728275345512,0.7850983744181141,0.3922655615673986,0.5441084595433867
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4357910460332555,0.18154260094627264,0.49678502392691615
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6708445482790495,0.11973252139020045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.160089909708847
