0,1,2,3,4,5,6,7,8,9,10
1.0,1.0,-0.06067711503162587,-0.017997637265512845,-0.028529268301318727,0.08090339251498296,0.10827604354745128,0.1250515918099046,0.2243104231541555,0.27825591660184784,0.037500047168348025
1.0,0.98989898989899,-0.060674213516005986,-0.01797979269325183,-0.02852349200829024,0.08075006341439987,0.10840526091963558,0.12500749688309548,0.2243285860658534,0.27827445389518923,0.037454423998738114
1.0,0.9797979797979798,-0.06067131061138925,-0.017961964553805238,-0.028517718916705775,0.08059673306807964,0.1085344803406323,0.12496340813107229,0.22434675548314728,0.2782929851820398,0.03740880621688015
1.0,0.9696969696969697,-0.0606684026506326,-0.0179440935419409,-0.02851194524587992,0.08044338915277281,0.1086636964847444,0.12491928675066054,0.22436499069132357,0.278311561652519,0.037363180189483716
1.0,0.9595959595959596,-0.06066550383777086,-0.017926279247749102,-0.028506163310589607,0.08029007411384283,0.10879291719221802,0.12487521057885054,0.2243830909468147,0.27833005573990016,0.037317565387936784
1.0,0.9494949494949495,-0.060662600425541356,-0.017908463829211758,-0.028500397721754597,0.0801367391650444,0.10892214684433839,0.1248311351507559,0.2244012517887424,0.27834858794261047,0.03727194481856588
1.0,0.9393939393939394,-0.060659695649861456,-0.017890625597643327,-0.0284946242190992,0.07998340934199731,0.1090513680545351,0.12478703901633598,0.2244194259631546,0.27836712577333306,0.037226311804970026
1.0,0.9292929292929293,-0.06065679486541684,-0.017872819201092134,-0.02848884864599588,0.07983007968194114,0.10918059366359148,0.12474295699924594,0.2244375895465325,0.2783856611413831,0.037180708838339356
1.0,0.9191919191919192,-0.06065389397039243,-0.01785496921631411,-0.028483077769789356,0.07967675602469945,0.10930981225522055,0.124698855178783,0.22445575728632952,0.2784041914468383,0.03713508296271972
1.0,0.9090909090909091,-0.06065098996479167,-0.01783714203970923,-0.028477298693796133,0.07952342259888566,0.10943903429200909,0.1246547697481224,0.2244739235151855,0.2784227307377343,0.03708946125063445
1.0,0.898989898989899,-0.06064808161710163,-0.017819309522485244,-0.028471529087238715,0.07937009006836997,0.10956825450363084,0.12461067284192559,0.22449209334249756,0.2784412624811316,0.03704384337871616
1.0,0.8888888888888888,-0.06064518201494144,-0.017801482607064798,-0.028465758071192202,0.07921675706958138,0.10969748250327029,0.12456658283532986,0.2245102567557085,0.2784598109629984,0.036998223040759254
1.0,0.8787878787878788,-0.060642273730146044,-0.01778363631451646,-0.02845998148444673,0.07906342673244965,0.10982669880106581,0.1245224868975057,0.22452842647165464,0.2784783303576125,0.03695260053009304
1.0,0.8686868686868687,-0.06063937442224431,-0.017765828109508726,-0.0284542121876623,0.07891010976789434,0.10995592235715781,0.12447838785736151,0.22454659778841807,0.2784968733931758,0.03690698911283918
1.0,0.8585858585858586,-0.06063646629606963,-0.01774797949293978,-0.028448439868916216,0.07875677870392876,0.11008514333920827,0.1244342939653147,0.2245647628046766,0.2785153999100417,0.03686136355113508
1.0,0.8484848484848485,-0.060633607118508265,-0.017729849877354927,-0.02844270555806848,0.07860356600740868,0.11021431331954372,0.12439002244932507,0.22458294326191197,0.27853378559730796,0.036815797513681234
1.0,0.8383838383838383,-0.060630661028970204,-0.017712318738575063,-0.028436887545673185,0.07845011967635802,0.11034358776499983,0.12434610666254395,0.22460109815688992,0.2785524703881448,0.0367701204606386
1.0,0.8282828282828283,-0.06062775484164466,-0.017694470843972774,-0.028431114460562696,0.07829679148929636,0.11047281142979654,0.12430201020219461,0.22461926489875844,0.27857100584526717,0.03672448659732159
1.0,0.8181818181818181,-0.060624853134819134,-0.017676642765582493,-0.028425348657168795,0.07814346212955166,0.11060203359684154,0.12425790948782349,0.22463743004635672,0.2785895484416497,0.03667887815257288
1.0,0.8080808080808081,-0.060621951305161785,-0.017658810566241478,-0.028419570154517827,0.07799013327651955,0.11073125236074612,0.12421383124658184,0.2246555979148929,0.2786080799627451,0.03663325569354825
1.0,0.797979797979798,-0.06061904774680267,-0.017640973637291314,-0.028413795393941545,0.07783681030870059,0.11086046916816553,0.12416972526118508,0.22467375887281688,0.2786266100474319,0.03658764112774914
1.0,0.7878787878787878,-0.060616140881627895,-0.017623138371166622,-0.02840801744377492,0.07768347911711951,0.11098969839861612,0.12412563118971712,0.22469192958218748,0.2786451420984037,0.03654200660845019
1.0,0.7777777777777778,-0.06061323603246773,-0.017605299537137256,-0.02840224390329117,0.07753014364883776,0.1111189198429563,0.12408153769098357,0.22471009964462368,0.2786636795231226,0.03649638195357933
