0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
13.73266426463213,13.741055364186485,13.749444282950904,13.75783102092588,13.76621557811057,13.774597954505948,13.782978150111958,13.791356164928631,13.79973199895613,13.808105652194552,13.816477124643988,13.82484641630456,13.833213527176385,13.84157845725951,13.849941206554107,13.85830177506298,13.866660162778004,13.875016369707506,13.883370395848797,13.891722241202007,13.900071905767206,13.908419389544488,13.916764692533926,13.925107814735703,13.933448756149517,13.94178751678027,13.95012409661468,13.958458495666001,13.966790713947553,13.97512075140649,13.983448608095747,13.99177428399781,14.000097779113588,14.008419093440466,14.016738226981149,14.025055179734846,14.033369951701577,14.041682542881368,14.049992953274314,16.97150347719362,14.066607231699699,14.074911099735337,14.08321278697806,14.091512293437221,14.099809619109575,14.10810476399535,14.116397728094512,14.12468851140711,14.132977113933094,14.14126353567247,14.149547776625482,14.15782983679164,14.166109716171437,14.174387414764707,14.182662932571452,14.190936269591687,14.199207425825438,14.207476401272592,14.215743196605647,14.224007809807421,14.232270242895027,17.54872074840242,14.248788566710497,14.257044457438397,14.265298167379695,14.273549696534321,14.281799044902318,14.290046212483634,14.298291199278232,14.306534005286123,14.314774630507205,14.323013074941624,14.33124933858894,14.339483421449483,14.347715323523133,14.355945044809761,14.364172585317444,14.372397945021925,14.380621123947355,14.38884212208557,14.397060939436582,14.405277576000257,14.413492031776618,14.42170430676548,14.429914400967077,14.438122314380706,14.446328047006913,14.454531598845392,14.462732969896365,14.47093216015892,14.4791291696338,14.487323998334356,14.49551664621936,14.503707113330996,14.511895399652088,14.520081505185908,14.528265429931224,14.53644717388798,14.54462673705603,14.552804119435294
13.615902564847644,13.62429553689465,13.632686310777379,13.64107488648985,13.649461264032196,13.657845443405764,13.666227424606793,13.6746072076394,13.68298479250229,13.69136017919568,13.699733367719576,13.708104358074195,13.716473150259578,13.724839744275858,13.733204140123114,13.741566337801471,13.749926337311049,13.758284138651911,13.766639741832789,13.77499314682782,13.783344353663113,13.791693362330061,13.80004017282872,13.808384785159229,13.81672719932164,13.825067415316004,13.833405433142433,13.841741252800954,13.850074874291684,13.85840629761471,13.866735522770002,13.87506254975772,13.883387378577854,13.891710009230515,13.900030441715897,13.908348676033881,13.916664712184057,13.924978550167264,13.933290189983213,13.941599631631956,16.86648932253239,13.958211920427985,13.966514767575346,13.974815416555666,13.983113867564736,13.991410120015217,13.999704174494509,14.007996030807131,17.13206701092367,14.024573148930877,14.032858410742373,14.041141474387084,14.049422339864938,14.057701007175904,14.065977476320027,14.074251747297268,14.082523820107653,14.090793694751188,14.099061371227863,14.107326849537644,14.11559012968057,14.123851211656614,14.13211009546571,14.140366781107907,14.148621268585002,14.15687355835428,14.165123649032761,14.173371542007041,14.181617236842117,14.189860733454452,14.198102031927494,14.206341132263699,14.214578034372144,14.222812738343741,14.231045244147902,14.239275551784816,14.247503661254392,14.255729572557195,14.263953285691189,14.272174800658334,14.280394117457934,14.288611236089833,14.296826156554053,14.305038878850516,14.313249403226225,14.32145772893979,14.32966385673248,14.337867786379846,14.346069517813609,14.354269051200417,14.362466386221852,14.370661523173451,14.378854461956527,14.387045202571056,14.395233745016933,14.403420089294046,14.411604235402597,14.419786183341627,14.427965933111839,14.436143484712911
13.499139117013899,13.507533991669606,13.515926650495125,13.524317093544557,13.532705320656097,13.541091331991797,13.549475127497784,13.557856707174246,13.56623607102127,13.574613219039318,13.582988151227514,13.591360867586964,13.599731368117432,13.608099652819078,13.616465721691963,13.624829574736198,13.633191211951905,13.641550633339202,13.64990783889827,13.658262828628953,13.66661560253365,13.674966160605948,13.683314502852436,13.69166062927107,13.700004539861933,13.708346234625049,13.716685713560544,13.725022976682636,13.733358023948906,13.741690855401927,13.750021471027576,13.758349870825946,13.766676054797099,13.775000022941054,13.783321775257939,13.79164131174954,13.79995863241068,13.808273737246397,13.816586626255386,13.82489729943745,13.833205756792697,13.841511998321224,13.849816024022992,13.858117833898083,13.866417427946388,13.874714806168118,13.883009968563236,13.891302915131773,13.899593645874626,13.907882160789136,13.91616845988539,13.924452543141058,13.932734410576215,13.941014062186301,13.94929149796838,13.957566717950016,13.965839722054652,13.974110510358033,13.982379082834933,13.990645439485354,17.249423201773812,14.00717150530939,14.015431214477461,14.023688707821796,14.031943985339536,14.04019704703069,14.048447892895236,14.056696522939617,14.064942937144414,14.073187135677284,14.081429118086985,14.089668884817828,14.097906435722049,14.106141770799457,14.114374890049962,14.122605793473513,14.130834481070094,17.187764561084208,14.147285208782087,14.155507248897381,14.163727073185443,14.171944681646256,14.180160074279723,14.188373251085787,14.196584212064383,14.204792957215425,16.9736715938782,14.221203800034555,14.22940589770249,14.2376057795426,14.245803445762844,16.8208786028439,14.262192130094862,14.270383148622557,14.278571951322027,14.286758538193055,14.294942909235573,14.303125064449484,14.3113050038347,14.319482727391058
13.382373878636164,13.390770686729851,13.399165261047685,13.407557601589607,13.415947708355718,13.424335581346725,13.43272122056127,13.441104626002575,13.449485797664831,13.457864735553917,13.466241439680331,13.474615910007108,13.482988146571508,13.49135814936114,13.49972591837625,13.508091453616926,13.516454755083265,13.524815822775334,13.533174656693273,13.541531256837349,13.549885623207178,13.558237755803297,13.566587654625712,13.57493531967441,13.583280750949541,13.591623948451183,13.599964912312823,13.60830364213435,13.616640138316003,13.624974400724504,13.633306429366403,13.641636224222164,13.649963785311543,13.658289112627994,13.666612206171498,13.674933065942312,13.683251691940331,13.6915680841657,13.699882242629691,13.708194167298533,13.716503858206107,13.724811315341197,13.733116538703808,13.741419528304283,13.749720284111818,13.75801880615721,16.785623335671303,13.774609148931123,13.782900969659623,13.79119055661589,13.79947790979989,13.807763029211678,13.81604591485126,13.8243265667186,17.002429943208742,13.84088116913675,13.849155119687532,13.857426836466137,13.865696319472548,13.87396356870675,13.88222858416878,13.890491365858573,13.898751913776161,13.907010227974625,13.915266308294566,13.923520154895336,13.931771767723827,13.940021146780039,13.948268292063759,13.95651320357518,13.96475588131415,13.972996325280645,13.981234535474654,13.98947051189612,13.997704254544983,14.005935763421242,14.014165038524826,14.022392079855594,14.03061688741361,14.038839461198775,14.047059801211027,14.055277907450312,14.06349377991653,14.071707418609686,14.079918823529624,14.08812799467633,14.096334932049691,14.104539635649651,14.112742105476137,14.120942341534382,14.12914034380824,14.137336112313685,14.145529647045826,14.15372094800304,14.16191001518669,14.170096848596245,14.17828144823152,14.186463814092463,14.19464394646808,14.20282184449155
13.26560680580381,13.274005578938057,13.28240210003616,13.290796369129897,13.299188386208879,13.307578151273226,13.315965664323077,13.324350925358585,13.332733934380245,13.341114691387107,13.349493196380372,13.357869449359795,13.366243450325532,13.374615199277704,13.382984696216381,13.39135194122886,13.399716934053789,13.408079674956706,13.416440163838686,13.42479840071171,13.433154385571926,13.44150811841944,13.449859599254287,13.4582088280766,13.466555804886504,13.474900529684032,13.483243002521672,13.491583223242946,13.499921192003411,13.5082569087524,13.516590373496017,13.524921586214496,13.533250546927839,13.54157725562943,13.549901712319325,13.558223916997587,13.566543869664304,13.5748615703195,13.58317701896326,13.591490215595613,13.599801160216598,13.608109852826264,13.616416293424676,13.624720482011863,13.633022418587801,16.611648104413216,13.649619535706295,13.657914716248861,13.666207644780352,13.674498321300796,13.682786745810223,13.691072918308617,13.699356838796003,13.707638507272433,13.715917923737777,13.724195088192255,13.732470000635704,13.740742661068204,13.749013069489735,13.757281225900272,13.76554713029984,13.773810782688397,13.782072183065997,13.790331331432533,16.995031973282387,16.99882501616363,13.815095264465825,13.823345404788066,13.831593293099182,13.83983892939914,13.848082313687879,13.856323445965376,13.864562326279568,13.872798954486603,13.881033330730007,13.88926545496223,13.897495327183682,13.905722947391906,13.913948315589485,13.92217143177541,16.84344541717339,13.938610908112098,13.946827268262721,13.955041376401471,13.963253232528253,13.971462836659136,13.979670188745596,13.987875288836012,16.63892324528085,14.004278732979861,14.01247707703318,14.020673169073925,14.028867009102015,14.037058597117401,14.045247933119915,14.053435017109503,14.061619849086027,14.069802429049416,14.077982756999528,14.086160832936272
13.148837853167036,13.157238623692825,13.165637123664046,13.174033353081166,13.18242731194423,13.190819000253395,13.199208418662257,13.20759556521055,13.215980441858855,13.22436304795383,13.23274338350369,13.241121448484245,13.249497242919986,13.257870766802881,13.266242020133067,13.274611002910703,13.282977715135862,13.29134215680867,13.29970432792924,13.308064228497686,13.316421858514099,13.324777217978593,13.333130306891285,13.341481125253056,13.34982967306159,13.358175950319378,13.36651995702574,13.374861693180758,13.383201158784427,13.39153835383695,13.3998732785133,13.40820593228868,13.416536315688056,13.424864428536543,13.433190271416453,13.44151384261098,13.449835143869716,13.458154174422726,13.466470934517652,13.474785424062016,13.483097643055935,13.49140759149931,13.499715269392334,13.508020676735013,13.516323813527368,13.524624687057202,13.53292327546122,13.541219600602776,13.549513655194172,13.557805439235384,13.566094952726438,16.64382754969024,13.582667168058208,13.59094986989891,13.599230301189522,13.607508461930072,13.615784352120558,13.624057971760934,13.632329320859757,13.640598399391473,13.648865207381618,13.6571297448217,13.665392011711589,13.673652008052462,13.681909733841117,13.69016518908063,13.698418373769975,16.85695880641209,13.714917931497979,13.723164304536617,13.731408407024949,13.739650238962934,13.747889800350574,13.756127091187727,13.764362111474435,13.772594861224835,13.78082534039627,13.789053549031294,13.79727948711629,13.805503154653831,13.813724551634891,13.82194367806392,13.830160533944937,13.838375119274932,13.846587434243894,13.854797478281592,13.863005251959379,13.871210755083338,13.879413987657166,13.887614949679488,13.895813641150234,13.904010062069307,13.912204212436624,13.920396092252059,13.928585701515537,13.936773040400201,13.944958108386139,13.953140905993102,13.961321433047607,13.969499689549629
13.032066973867256,13.040469774973845,13.04887028667897,13.057268508982755,13.065664441901284,13.074058085387044,13.082449439487865,13.090838504187971,13.099225279487527,13.107609765404883,13.115991961885628,13.124371868984284,13.132749486683023,13.1411248149881,13.149497853881,13.157868603380514,13.166237063480514,13.174603234181136,13.182967115482523,13.191328707384733,13.199688009890007,13.208045022992192,13.216399746697622,13.224752181004325,13.233102325912414,13.241450181421992,13.249795747533085,13.258139024245896,13.266480011560411,13.274818709476767,13.283155117995097,13.291489237115282,13.29982106683759,13.308150607162041,13.316477858088698,13.324802819617632,13.333125491748904,13.34144587448257,13.34976396802934,13.358079771757335,13.366393286298537,16.195495415115293,13.383013447422318,13.391320093538024,13.399624450489963,13.407926518044714,13.416226296237973,13.424523784962627,13.432818984325923,13.441111894292106,13.44940251486122,13.457690846033278,13.465976887808338,16.54931784026171,13.482542103167635,13.490821276751422,13.499098160938487,16.629728971235185,16.64593082504229,13.52391507711775,13.532182803716864,16.68442301069607,13.548711388724046,13.556972247132148,13.56523081616069,13.573487095757152,13.581741085974034,13.589992786793816,13.598242198216468,13.606489320241938,13.614734152870202,13.62297669610129,13.631216949934991,13.63945491437144,13.647690589410486,13.65592397505214,13.664155071296316,16.618721447145564,13.680610395593483,13.68883462364343,13.69705656229714,13.705276211553098,13.7134935714112,13.721708641871373,13.729921422933563,13.73813191459773,13.746340116864356,13.75454602973145,13.762749653200881,13.770950987271918,13.779150031944436,13.78734678721838,13.795541253096646,13.803733429570078,13.811923316647645,13.820110914326156,13.828296222605589,13.836479241485803,13.844659970966669,13.852838411048054
12.915294119817526,12.92369898517593,12.932101542362249,12.940501790918548,12.948899730892037,12.957295362336675,12.96568868521783,12.97407969953567,12.982468405290327,12.990854802482064,12.99923889111073,13.007620671181044,13.016000142680186,13.024377305621154,13.03275215999994,13.041124705816257,13.049494943070648,13.05786287176309,13.066228491893723,13.07459180346265,13.082952806469955,13.091311500915829,13.099667886800322,13.108021964150675,13.116373732885606,13.124723193086629,13.133070344726677,13.141415187805954,13.149757722324276,13.158097948281988,13.166435867602948,13.174771474515785,13.18310477479195,13.191435766507766,13.199764449663279,13.208090824274235,13.216414890293802,13.224736647768845,13.233056096683928,13.24137323703902,13.249688068834205,13.258000592069546,13.266310806745123,13.274618712860846,13.282924310425864,13.291227599413245,13.299528579849987,13.307827251727506,13.316123615044686,13.324417669802685,16.331339155133396,13.340998853640192,13.349285982719678,13.357570803239742,13.365853315200418,13.374133518601523,13.382411413444231,13.390686999725633,13.39896027744853,13.407231246611998,13.41549990721605,13.423766259260681,13.432030302745861,13.44029203767157,13.44855146410609,13.456808581844552,13.46506339109179,13.473315891779485,13.481566083907596,13.489813967520876,13.498059542496394,13.506302808934198,13.51454376682371,13.522782416153433,13.531018756923356,13.539252789133437,13.547484512783633,13.555713927873846,13.563941034404033,13.57216583237415,13.580388321784135,13.588608502633868,13.596826374923339,13.605041938681497,13.613255193821155,13.621466140429348,13.629674778559986,13.637881107963828,13.64608512888998,13.654286841255246,13.662486245059569,13.670683340302846,13.678878126984975,13.68707060510583,13.69526077466536,13.703448635663431,13.711634188099845,13.719817431974628,13.727998367444142,13.73617699403858
12.798519239926227,12.806926205094515,12.815330842212335,12.823733151280102,12.832133132303293,12.840530785267605,12.848926110184285,12.857319107053145,12.865709775872718,12.874098116643122,12.882484129364514,12.890867814037016,12.899249170660816,12.90762819923613,12.916004899762811,12.924379272241303,12.932751316671595,12.941121033053866,12.9494884213882,12.957853481674775,12.966216213999918,12.974576618105012,12.982934694248884,12.991290442345454,12.999643862394812,13.007994954397024,13.016343718352282,13.024690154260558,13.033034262122065,13.041376041936875,13.049715493704948,13.058052617426547,13.06638741310177,13.0747198807304,13.083050020400446,13.091377831848996,13.099703315339056,13.108026470934385,13.116347298180866,13.124665797532794,13.13298196883881,13.141295812098981,13.149607327313339,13.157916514481942,13.166223373604918,16.043097842165274,13.182830107713723,16.10397454478724,16.133094721361807,13.207722748535204,13.216015639384628,13.224306203183824,13.232594436947178,13.240880343660288,13.249163922327964,13.257445172950243,13.265724095527132,13.274000690058688,13.282274956544812,13.29054689498553,13.29881650538086,13.307083787730836,13.315348742035388,13.323611368294507,13.331871666508235,16.42292697440598,13.348385278799242,13.35663859287656,13.364889578908269,13.373138236894441,13.38138456683507,13.389628568730036,13.397870242579295,13.40610958838289,13.414346606140718,13.42258129585273,13.43081365751888,13.439043691139139,13.447271396713354,13.455496774241553,13.463719823775966,13.471940545159583,13.48015893854926,13.488375003892621,13.496588741189576,13.504800150440044,13.513009231643995,13.521215984801245,13.52942040991177,13.537622506975438,13.54582227599219,13.554019716994928,13.562214829920835,13.570407614759867,13.578598071587868,13.586786200368573,13.5949720011014,13.603155473786693,13.611336618514324,13.619515435013684
12.681742283446566,12.690151383848706,12.698558136382463,12.706962541048153,12.715364597845888,12.723764306775859,12.732161667838227,12.740556681033164,12.748949346360853,12.757339663821423,12.76572763341504,12.774113255141845,12.78249652900203,12.790877454996036,12.799256033123033,12.8076322633842,12.816006145779221,12.824377680308354,12.832746866971664,12.8411137057693,12.8494781967014,12.857840339768089,12.866200134969455,12.874557582615118,12.882912681776759,12.891265433382891,12.899615837124179,12.90796389300071,12.916309601012596,12.924652961159975,12.932993973442722,12.941332637861198,12.94966895441541,12.958002923105404,12.966334543931255,12.974663816893074,12.982990741990918,12.99131531922489,12.999637548595029,13.00795743010138,13.016274963744069,13.024590149523066,13.032902987438497,13.04121347749041,13.049521619678812,13.057827414003764,15.931608462951267,13.07443195906354,13.082730709798438,13.091027112670005,13.099321167678369,13.10761287482347,13.115902234105354,13.124189245524073,13.132473909079598,13.14075622477197,13.149036192601221,13.157313812567287,13.165589084670252,13.173862008910069,13.182132585286725,13.190400813800235,13.198666694450623,13.206930227237837,13.215191412161882,13.223450249222733,13.231706738420316,13.239960879754857,13.2482126732258,13.256462118833596,13.264709216578048,13.272953966459166,13.281196368476813,13.289436422631017,13.297674128921733,13.305909487348888,13.31414249791245,13.322373160612315,13.330601475448471,13.338827442420833,13.347051061529333,13.355272332773891,13.363491256165467,13.371707831670989,13.379922059323336,13.388133939111437,13.396343471035246,13.404550655094612,13.412755491289465,13.420957979619766,13.429158120085345,13.437355912686384,13.445551358697692,13.45374445429291,13.461935203298621,13.470123604439134,13.478309657714288,13.486493363123964,13.494674720668048,13.502853730346404
