0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10.245827674865723,10.288065910339355,10.33019733428955,10.37218952178955,10.414060592651367,10.455808639526367,10.49741268157959,10.538902282714844,10.580270767211914,10.621512413024902,10.662629127502441,10.703598976135254,10.744461059570312,10.785201072692871,10.82580852508545,10.866287231445312,10.906634330749512,10.946868896484375,10.986968040466309,11.026936531066895
9.782022476196289,9.824362754821777,9.866579055786133,9.908668518066406,9.9506196975708,9.99244213104248,10.034127235412598,10.075695991516113,10.11711311340332,10.15841293334961,10.19957447052002,10.240608215332031,10.281501770019531,10.322280883789062,10.362908363342285,10.403414726257324,10.443778038024902,10.484014511108398,10.524120330810547,10.564106941223145
9.318126678466797,9.360586166381836,9.402909278869629,9.44509506225586,9.487130165100098,9.529035568237305,9.570816040039062,9.612436294555664,9.653931617736816,9.695289611816406,9.736515045166016,9.777585983276367,9.818525314331055,9.859345436096191,9.900003433227539,9.940529823303223,9.980928421020508,10.021177291870117,10.061294555664062,10.101280212402344
8.8541259765625,8.89670467376709,8.939143180847168,8.981428146362305,9.023575782775879,9.06557846069336,9.107428550720215,9.149145126342773,9.190711975097656,9.232131004333496,9.273417472839355,9.314563751220703,9.355537414550781,9.396391868591309,9.437088966369629,9.477652549743652,9.518074035644531,9.55833625793457,9.598450660705566,9.638436317443848
8.390007019042969,8.432703971862793,8.475274085998535,8.517694473266602,8.559934616088867,8.602049827575684,8.644004821777344,8.685808181762695,8.727452278137207,8.76894760131836,8.810297966003418,8.851497650146484,8.892536163330078,8.933426856994629,8.974174499511719,9.014766693115234,9.055194854736328,9.095481872558594,9.13561725616455,9.175599098205566
7.925745964050293,7.968604564666748,8.011314392089844,8.05385684967041,8.096220970153809,8.138437271118164,8.180498123168945,8.222408294677734,8.264145851135254,8.3057279586792,8.347146987915039,8.388407707214355,8.429506301879883,8.470451354980469,8.511235237121582,8.551859855651855,8.592320442199707,8.632619857788086,8.672776222229004,8.712760925292969
7.461332321166992,7.504348278045654,7.547201633453369,7.589887619018555,7.632408142089844,7.674747943878174,7.716921329498291,7.758930683135986,7.800780296325684,7.842456340789795,7.883962631225586,7.92529296875,7.966466903686523,8.007462501525879,8.048290252685547,8.088950157165527,8.1294527053833,8.169775009155273,8.209936141967773,8.249917984008789
6.996727466583252,7.039931774139404,7.082947254180908,7.125788688659668,7.168467044830322,7.2109575271606445,7.25325870513916,7.295396327972412,7.3373589515686035,7.379117965698242,7.420721530914307,7.462137222290039,7.503388404846191,7.544449329376221,7.585330963134766,7.626032829284668,7.666568279266357,7.7069091796875,7.747076511383057,7.787064552307129
6.531887054443359,6.5753021240234375,6.618525505065918,6.6615400314331055,6.704388618469238,6.747028350830078,6.7895073890686035,6.831755638122559,6.873843669891357,6.915746212005615,6.95742654800415,6.998956203460693,7.040273189544678,7.0814032554626465,7.122354507446289,7.16309928894043,7.203666687011719,7.244026184082031,7.284211158752441,7.324226379394531
6.0667877197265625,6.110427379608154,6.153862476348877,6.197098731994629,6.2401323318481445,6.282967567443848,6.325606346130371,6.368016242980957,6.410247325897217,6.452270030975342,6.494089126586914,6.535709857940674,6.577127933502197,6.618331432342529,6.659339427947998,6.700149059295654,6.7407546043396,6.7811713218688965,6.8213582038879395,6.86136531829834
5.601354598999023,5.645253658294678,5.688948631286621,5.732422828674316,5.775687217712402,5.818706035614014,5.86155366897583,5.90415620803833,5.946532726287842,5.988711833953857,6.030673503875732,6.072397232055664,6.113925457000732,6.155232906341553,6.196313381195068,6.2371907234191895,6.277839183807373,6.3182759284973145,6.358501434326172,6.398499011993408
5.135507583618164,5.179725646972656,5.223721504211426,5.267455101013184,5.310977935791016,5.354247093200684,5.397285461425781,5.440113067626953,5.482692718505859,5.525030136108398,5.567145824432373,5.609024524688721,5.650663375854492,5.692075729370117,5.733251094818115,5.774197101593018,5.814912796020508,5.855392932891846,5.895618915557861,5.935639381408691
4.669161319732666,4.713735580444336,4.758066177368164,4.8021321296691895,4.845943927764893,4.889503002166748,4.93280553817749,4.975869655609131,5.018665790557861,5.061211585998535,5.10351037979126,5.145549297332764,5.1873345375061035,5.228860855102539,5.270153045654297,5.31118106842041,5.351959705352783,5.392479419708252,5.432743072509766,5.472757816314697
4.202167510986328,4.24717378616333,4.291892051696777,4.336336135864258,4.380507469177246,4.424398899078369,4.468022346496582,4.511359214782715,4.554421424865723,4.59721040725708,4.639710426330566,4.681954383850098,4.723914623260498,4.765588760375977,4.8069963455200195,4.848113536834717,4.888974189758301,4.929546356201172,4.969843864440918,5.009868621826172
3.73433256149292,3.7798469066619873,3.825044870376587,3.8699469566345215,3.9145560264587402,3.9588394165039062,4.002820014953613,4.046505928039551,4.089890480041504,4.132965087890625,4.175728797912598,4.21820068359375,4.2603607177734375,4.302210330963135,4.343768119812012,4.385021686553955,4.42595911026001,4.466606616973877,4.506931781768799,4.546970844268799
3.265376091003418,3.311504364013672,3.3573031425476074,3.402756452560425,3.447880268096924,3.4926509857177734,3.5370988845825195,3.581202745437622,3.6249682903289795,3.6683967113494873,3.7114806175231934,3.754225969314575,3.796642541885376,3.8387057781219482,3.8804540634155273,3.9218568801879883,3.962906837463379,4.0036211013793945,4.044010639190674,4.084049224853516
2.7948520183563232,2.8417763710021973,2.8882970809936523,2.9344656467437744,2.980228900909424,3.0256266593933105,3.070626974105835,3.115267276763916,3.1595113277435303,3.2033729553222656,3.2468671798706055,3.289980173110962,3.332695960998535,3.375037908554077,3.4170053005218506,3.458590507507324,3.4997851848602295,3.540614366531372,3.5810537338256836,3.621109962463379
2.3220882415771484,2.370018482208252,2.417503833770752,2.4645581245422363,2.5111875534057617,2.557361602783203,2.60311222076416,2.6484153270721436,2.693286657333374,2.7377333641052246,2.7817413806915283,2.8252930641174316,2.868436336517334,2.9111177921295166,2.953389883041382,2.995206832885742,3.036576271057129,3.0775372982025146,3.1180431842803955,3.1581315994262695
1.8459687232971191,1.8952367305755615,1.9440126419067383,1.9922704696655273,2.040027379989624,2.0872509479522705,2.13399600982666,2.180209159851074,2.225919723510742,2.271113395690918,2.3158206939697266,2.3599953651428223,2.403661012649536,2.4468233585357666,2.489485025405884,2.531621217727661,2.573256492614746,2.6143739223480225,2.6549899578094482,2.695096015930176
1.3643972873687744,1.4155898094177246,1.4661591053009033,1.5161082744598389,1.5654535293579102,1.6141713857650757,1.6622848510742188,1.7097872495651245,1.756676435470581,1.8029544353485107,1.8486127853393555,1.8936593532562256,1.938093662261963,1.981924295425415,2.025134563446045,2.067718267440796,2.1097123622894287,2.1510794162750244,2.1918346881866455,2.231978178024292
