0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
14.700731640734803,14.744197757691806,14.787604209036486,14.830951006722794,14.874238163095137,14.917465690944546,14.960633603319575,15.003741913954173,15.04679063687568,15.089779786630046,15.132709378290588,15.175579427357253,15.218389949975144,15.261140962856906,15.303832483274025,15.346464529148975,15.389037119070611,15.431550272334134,15.474004008960035,15.516398349775688
14.091137837474342,14.134649320190258,14.17809854938514,14.221485538381824,14.264810300951876,14.30807285133346,14.351273204250722,14.394411374944895,14.437487379145798,14.480501233218664,14.523452953982385,14.566342559002573,14.60917006639659,14.651935494974829,14.694638864257136,14.737280194491843,14.77985950674029,14.822376822876818,14.86483216574956,14.907225558884827
13.481407980877641,13.524969111350337,13.56846516525059,13.611896157531142,13.655262103557982,13.698563019273585,13.741798921183262,13.784969826380609,13.828075752574717,13.871116718119879,13.914092742047682,13.95700384410186,13.999850044775737,14.042631365353564,14.085347827954664,14.12799945558176,14.170586272173487,14.21310830266128,14.255565573031628,14.297958110393395
12.87152419471922,12.915139884082299,12.958687405070883,13.002166774354778,13.045578009204894,13.088921127519471,13.132196148601393,13.175403089473486,13.218541972258809,13.261612817152548,13.30461564522129,13.347550479242809,13.390417342322175,13.433216258641886,13.47594725338449,13.518610352787316,13.561205585307288,13.603732976221735,13.646192558651707,13.688584362706218
12.261465308345954,12.305141225609887,12.348745573346788,12.392278370267885,12.435739635786431,12.479129390049849,12.522447653974744,12.565694449285699,12.608869798557008,12.651973725258909,12.695006253809138,12.73796740979512,12.780857219178614,12.823675710087016,12.866422911153423,12.909098852464203,12.9517035656041,12.994237083091353,13.036699439802891,13.079090671768746
11.651206073997228,11.69494880925109,11.738616215372911,11.782208313412255,11.825725125240782,11.86916667359926,11.912532982136174,11.955824075458603,11.999039979184698,14.418249453783346,12.085246325733438,12.128236825404707,12.171152249325587,12.213992629173953,12.256757998090553,12.299448390782945,12.342063843640016,12.384604394858174,12.427070084580555,12.469460955050398
11.04071615233984,11.08453342547667,11.128271191589079,11.17192947404697,11.215508297552976,11.25900768784,11.302427671726978,11.345768277180351,13.531297302469612,11.432211470806317,11.47531412130045,11.518337518179926,11.561281696339615,11.604146692315254,11.646932544512488,13.925919618982242,11.73226698092064,11.774815652240328,11.81728535434653,11.859676137051338
10.429958774507803,10.473859707803488,10.517676463602736,10.561409064802948,10.605057543213531,10.648621926750103,10.69210224592305,10.735498532633626,10.778810820262995,10.822039143771043,10.865183539889852,10.908244046829811,10.951220705248826,10.994113557571218,11.03692264857294,11.079648025508316,11.122289738208147,11.164847839534406,11.207322385417555,11.249713435256307
9.818888954891401,9.862884427580948,9.906790463359298,9.950607092510646,9.9943343467407,10.037972259278582,10.081520864951385,10.124980200296504,10.168350303681475,10.211631215431893,10.254822977983686,10.297925636039531,10.340939236760402,10.383863829985469,10.426699468438986,10.469446208006392,10.512104108021225,10.554673231590252,10.597153645958642,10.639545423069494
9.2074510349639,9.251554160322334,9.295561885260591,9.33947424405403,9.3832912727262,9.42701300920094,9.470639493382015,9.514170767314765,9.557606875341099,11.447339386560012,9.644193783621727,9.687344685775924,9.730400626290837,9.773361664193603,9.816227862271026,9.85899928745781,9.901676011245298,9.944258110146531,9.9867456662207,10.029138767663346
8.59557523286276,8.639802004146834,8.683926552928657,8.727948918000482,8.771869140384316,8.815687263465087,8.859403333163293,8.903017398124646,8.946529509938019,8.989939723383293,9.033248096713578,9.076454691975263,9.119559575371563,9.162562817674445,9.205464494692183,9.248264687816764,9.290963484536812,9.333560979295395,9.376057274087145,9.41845247942855
7.983172633466014,8.027542818806213,8.07180290013851,8.115952921330315,8.159992929114672,8.203922973286383,8.247743106930402,8.291453386686321,9.844641527348895,8.378544630740512,8.421925729069176,8.465197242432897,8.508359250824206,8.551411841622027,8.594355104353406,8.637189143332634,8.679914066707386,8.722529993412389,8.765037053158583,8.807435387775884
7.370127674070511,7.414666085204928,7.459085182975708,7.503385016858502,7.547565640036003,7.591627109784848,7.6355694877695,8.985355545992096,7.723097239343853,7.766682761879648,7.8101494916365,7.853497519196417,7.896726942893377,7.939837869717797,7.982830416359946,8.025704710412995,8.06846089176033,8.111099114177428,8.15361954716526,8.19602237809777
6.756286507094468,6.8010248480307585,6.845632972144905,6.890110934506588,6.934458795406632,6.97867662073057,7.022764482404628,7.066722458931021,7.110550636023255,7.154249107355241,7.1978179754409375,7.241257352667837,7.284567362479589,7.327748140822217,7.370799837731696,7.413722619276784,7.456516669761625,7.4991821943203085,7.541719421926248,7.584128608892705
6.141438459131925,6.186418108794975,6.231254431291914,6.275947486439012,6.320497341561129,6.3649040719928305,6.409167761909543,6.4532885041130585,6.497266402960236,6.541101573526255,6.584794143941583,6.6283442568154305,6.671752071146926,6.715017764587262,6.75814153611131,6.801123609171552,6.843964235403579,6.886663699019429,6.929222322005715,6.971640469780776
5.525285816908931,5.570562178246253,5.615679157519004,5.660636815397708,5.705435224002237,5.750074467548571,5.794554643228319,5.838875862348138,5.883038251764079,5.92704195565732,5.970887137686571,6.014573983644369,6.058102704598619,6.101473540716601,6.144686765838724,6.187742692946478,6.23064168070099,6.273384141228216,6.315970549383479,6.358401453535807
4.9073940463952015,4.953043652001682,4.998513781131478,5.043804482583167,5.088915824156398,5.133847893319745,5.178600798332497,5.223174669864512,5.267569663176027,5.311785960939824,5.355823776812295,5.399683359887936,5.443365000204703,5.486869035505894,5.530195859505549,5.573345931967096,5.616319790807915,5.659118066960414,5.701741501773158,5.744190967760777
4.287111768587209,4.3332445084966,4.379171963872218,4.424894130198402,4.470411038883467,4.515722757113712,4.560829388722116,4.605731076133571,4.650428003497864,4.694920401145447,4.739208551579076,4.783292797343487,4.827173551027326,4.870851307904305,4.914326661898222,4.9576003251832415,5.00067315246252,5.043546170393554,5.0862206127365,5.128697961293953
3.663459604612928,3.7102409994962,3.756783008834346,3.803085423793206,3.849148121195628,3.894971048912996,3.9405542417801653,3.985897802464738,4.031001914103868,4.075866844424935,4.120492955377259,4.164880716917104,4.2090307257665245,4.252943730203924,4.29662066217284,4.340062678151238,4.383271210179261,4.426248027964623,4.468995311699955,4.511515732632833
3.0350283997485388,3.0827213985575845,3.130129181272059,3.177250660482848,3.2240850211047682,3.2706316828330606,3.3168902723909226,3.362860605006788,3.4085426751601435,3.4539366564219205,3.4990429109255734,3.5438620095100792,3.5883947642905225,3.6326422761381725,3.6766060002210605,3.7202878330339217,3.763690223541512,3.806816308217252,3.8496700625206066,3.8922564491278857
