0,1,2,3,4,5,6,7,8,9
4.988681977351178,3.600836573058948,3.132590523128863,3.639454344162847,2.575336403091682,2.6970667339325898,2.484342125511762,2.1018807258918164,2.1592828661182435,3.017617283187733
0.0,10.551885620484644,2.0102406186967725,2.207997772306303,2.980694199970221,1.2142792583491608,2.5102658962189754,1.2959463971359966,0.39225840434429043,2.3606474060033316
0.0,0.0,4.665695209006954,2.679101206561138,1.528905457406141,1.6558532565225694,1.3912590706549635,1.489037725503494,1.0026774321689804,2.2119134812878043
0.0,0.0,0.0,7.8609682591383105,-0.07431084055897219,0.9516142700655886,0.04714825916493722,0.2432587843514389,0.24117989494645847,1.2268803301766815
0.0,0.0,0.0,0.0,4.693287919983641,0.7071761020456216,1.4267887720100079,0.9861913405791091,0.4094495220300144,0.731587338675455
0.0,0.0,0.0,0.0,0.0,4.563753518852241,0.4685418531440829,0.5155733307077714,0.31489922184473174,0.762642533724504
0.0,0.0,0.0,0.0,0.0,0.0,4.095480170010725,0.7773791125065709,0.33957693624663027,0.4314365393145736
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.323536880055816,0.0790117575321717,0.40871655159421105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.629524220135409,-0.0033624646995297964
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9208857316054218
