0,1,2,3,4,5,6,7,8,9
3.8583607751412337,4.655715098,4.050294618854563,4.705646089679897,3.329790822697135,3.4871825086886563,3.2121394315857326,2.717634536240197,2.791852847875009,3.901639538783417
0,9.624584723373266,1.416659334888209,1.5060881193191182,2.6206587705896394,0.6534623888287289,2.1277741470047693,0.8925761731865012,-0.112605474,1.8297211248753331
0,0,2.6853477136783357,2.661305198801439,1.4871739880076478,1.3278189722371498,1.2271832313941171,1.439364811523718,0.403138534,2.2803980156691472
0,0,0,6.752727998838045,-0.608266964,0.5163002209681021,-0.429966935,-0.229601386,-0.108675107,0.6783778012788854
0,0,0,0,3.0577584136757867,0.4449071044391567,1.419925824,0.8157393770211576,0.1635175765734326,0.25067439017181387
0,0,0,0,0,2.9847848524658165,0.20555301545123472,0.2594079706831024,-0.099685449,0.5166478593804937
0,0,0,0,0,0,2.2011080692874914,0.7655889781548374,0.18015120833124582,0.15045124641392327
0,0,0,0,0,0,0,2.698869990755676,-0.210109567,0.14618520271148241
0,0,0,0,0,0,0,0,3.0993596544279693,-0.277377564
0,0,0,0,0,0,0,0,0,1.7994623467579975
