0,1,2,3,4,5,6,7,8,9,10
1.0,1.0,-0.03797607123851776,-0.1901172250509262,-0.023968033492565155,0.03607212379574776,0.042990390211343765,0.08630158752202988,0.33190032839775085,0.31808632612228394,0.003991153556853533
1.0,0.9473684210526316,-0.037776101380586624,-0.18998736143112183,-0.024094214662909508,0.03438049554824829,0.04428013786673546,0.08590470254421234,0.33215802907943726,0.31813475489616394,0.0038835336454212666
1.0,0.8947368421052632,-0.03757927566766739,-0.18986758589744568,-0.02421945333480835,0.032720550894737244,0.045574039220809937,0.08548854291439056,0.33241164684295654,0.31818243861198425,0.003776639699935913
1.0,0.8421052631578947,-0.03738574683666229,-0.18975873291492462,-0.024343367666006088,0.031096339225769043,0.046871304512023926,0.08505094796419144,0.33266106247901917,0.3182290494441986,0.0036705718375742435
1.0,0.7894736842105263,-0.0371965691447258,-0.18966186046600342,-0.024465948343276978,0.02951192483305931,0.04817107319831848,0.08458927273750305,0.3329057991504669,0.31827470660209656,0.0035650129429996014
1.0,0.736842105263158,-0.03701115399599075,-0.18957772850990295,-0.024586506187915802,0.027972109615802765,0.04947279393672943,0.08410146087408066,0.3331455588340759,0.3183191120624542,0.0034603956155478954
1.0,0.6842105263157895,-0.03683079034090042,-0.18950751423835754,-0.024705085903406143,0.026481054723262787,0.050775639712810516,0.0835847407579422,0.333379864692688,0.31836220622062683,0.003356326837092638
1.0,0.631578947368421,-0.03665585815906525,-0.18945220112800598,-0.02482140064239502,0.02504303678870201,0.05207899212837219,0.08303673565387726,0.33360832929611206,0.31840384006500244,0.0032527996227145195
1.0,0.5789473684210527,-0.03648630157113075,-0.18941256403923035,-0.024935023859143257,0.023662207648158073,0.053382351994514465,0.08245541900396347,0.3338305950164795,0.3184438943862915,0.0031499951146543026
1.0,0.5263157894736843,-0.036323182284832,-0.18938955664634705,-0.02504602074623108,0.022341730073094368,0.0546850748360157,0.08183860033750534,0.3340463936328888,0.31848224997520447,0.003047551028430462
1.0,0.4736842105263158,-0.03616619110107422,-0.18938370048999786,-0.025153983384370804,0.02108447253704071,0.05598684400320053,0.08118508011102676,0.3342553973197937,0.3185189366340637,0.0029457099735736847
1.0,0.42105263157894735,-0.036015115678310394,-0.1893952339887619,-0.025258632376790047,0.019892361015081406,0.057287320494651794,0.0804939717054367,0.3344576358795166,0.31855377554893494,0.0028446242213249207
1.0,0.368421052631579,-0.03586924076080322,-0.18942412734031677,-0.02535957843065262,0.01876646652817726,0.05858634039759636,0.07976517826318741,0.3346531093120575,0.3185867667198181,0.002744638826698065
1.0,0.3157894736842106,-0.035717930644750595,-0.18946781754493713,-0.025452710688114166,0.01771039515733719,0.059885215014219284,0.07900188863277435,0.3348434865474701,0.3186178207397461,0.0026505524292588234
1.0,0.26315789473684215,-0.03549963980913162,-0.18951191008090973,-0.025514304637908936,0.01674538291990757,0.06119251251220703,0.07822207361459732,0.3350383937358856,0.31864655017852783,0.002590401563793421
1.0,0.21052631578947367,-0.03461114689707756,-0.18942014873027802,-0.02531159482896328,0.01609470695257187,0.06259257346391678,0.07759459316730499,0.33533045649528503,0.31866827607154846,0.002844714093953371
1.0,0.1578947368421053,-0.029756883159279823,-0.1885545253753662,-0.023577917367219925,0.017154760658740997,0.06451559066772461,0.07797546684741974,0.3361964523792267,0.3186591565608978,0.005079700145870447
1.0,0.10526315789473695,-0.027370501309633255,-0.18826447427272797,-0.02279231883585453,0.01741388812661171,0.06608908623456955,0.077623151242733,0.3366734981536865,0.3186645805835724,0.0061477473936975
1.0,0.052631578947368474,-0.0253946203738451,-0.18808120489120483,-0.022159110754728317,0.017628343775868416,0.06760172545909882,0.07711441069841385,0.3370772898197174,0.3186684250831604,0.00701063871383667
1.0,0.0,-0.023412955924868584,-0.18792399764060974,-0.021517781540751457,0.017979860305786133,0.06910695135593414,0.07655802369117737,0.3374660909175873,0.31866639852523804,0.007874169386923313
0.9578947368421052,1.0,-0.03788178786635399,-0.18176376819610596,-0.024093152955174446,0.03582533076405525,0.040655769407749176,0.08506032824516296,0.33080315589904785,0.31813597679138184,0.003654039464890957
0.9578947368421052,0.9473684210526316,-0.03767592832446098,-0.18163317441940308,-0.02422303706407547,0.034076135605573654,0.04198267310857773,0.08463910222053528,0.3310718238353729,0.3181867301464081,0.0035498281940817833
0.9578947368421052,0.8947368421052632,-0.037473492324352264,-0.18151415884494781,-0.02435189113020897,0.0323629304766655,0.0433155819773674,0.08419589698314667,0.3313356935977936,0.318236380815506,0.0034461915493011475
0.9578947368421052,0.8421052631578947,-0.03727498650550842,-0.1814076453447342,-0.024479400366544724,0.030690288171172142,0.04465340077877045,0.08372816443443298,0.3315945267677307,0.31828492879867554,0.0033431118354201317
0.9578947368421052,0.7894736842105263,-0.03708089515566826,-0.1813148707151413,-0.024605244398117065,0.0290631502866745,0.04599515348672867,0.08323310315608978,0.33184799551963806,0.3183322548866272,0.003240572288632393
0.9578947368421052,0.736842105263158,-0.03689175471663475,-0.1812368482351303,-0.02472909912467003,0.027486436069011688,0.04733986407518387,0.08270806074142456,0.3320956826210022,0.31837818026542664,0.0031385384500026703
0.9578947368421052,0.6842105263157895,-0.03670806810259819,-0.18117454648017883,-0.024850651621818542,0.02596503496170044,0.048686683177948,0.08215032517910004,0.33233705163002014,0.31842249631881714,0.0030370010063052177
0.9578947368421052,0.631578947368421,-0.03653033822774887,-0.1811290830373764,-0.024969641119241714,0.024503445252776146,0.05003480240702629,0.08155734837055206,0.33257177472114563,0.3184652626514435,0.0029359040781855583
0.9578947368421052,0.5789473684210527,-0.03635890781879425,-0.18110136687755585,-0.02508576214313507,0.023105844855308533,0.05138351768255234,0.0809267908334732,0.3327995836734772,0.31850624084472656,0.0028352602384984493
0.9578947368421052,0.5263157894736843,-0.03619426116347313,-0.18109211325645447,-0.025198854506015778,0.02177540771663189,0.05273217707872391,0.08025702834129333,0.33302003145217896,0.3185453414916992,0.002734994515776634
0.9578947368421052,0.4736842105263158,-0.03603646904230118,-0.18110167980194092,-0.025308692827820778,0.02051442861557007,0.0540803000330925,0.07954692095518112,0.33323290944099426,0.3185824751853943,0.0026351534761488438
0.9578947368421052,0.42105263157894735,-0.03588584065437317,-0.1811305433511734,-0.025415226817131042,0.01932412013411522,0.0554274283349514,0.0787956714630127,0.33343830704689026,0.31861770153045654,0.002535649575293064
0.9578947368421052,0.368421052631579,-0.03574223816394806,-0.18117843568325043,-0.02551836147904396,0.018204502761363983,0.05677330121397972,0.07800358533859253,0.33363598585128784,0.31865087151527405,0.0024365256540477276
0.9578947368421052,0.3157894736842106,-0.03560575097799301,-0.1812451332807541,-0.02561820298433304,0.017154406756162643,0.05811765044927597,0.07717133313417435,0.3338262736797333,0.31868207454681396,0.0023376867175102234
0.9578947368421052,0.26315789473684215,-0.03547599911689758,-0.18132999539375305,-0.025714747607707977,0.016171809285879135,0.059460386633872986,0.07630036026239395,0.33400917053222656,0.3187113404273987,0.0022392109967768192
0.9578947368421052,0.21052631578947367,-0.03535279631614685,-0.18143221735954285,-0.02580815926194191,0.015253724530339241,0.060801438987255096,0.07539232820272446,0.3341851830482483,0.31873878836631775,0.002141031436622143
0.9578947368421052,0.1578947368421053,-0.03523578494787216,-0.18155090510845184,-0.02589857205748558,0.01439665351063013,0.062140777707099915,0.07444947212934494,0.33435460925102234,0.31876444816589355,0.002043161541223526
0.9578947368421052,0.10526315789473695,-0.03512461483478546,-0.18168509006500244,-0.025986194610595703,0.013596699573099613,0.0634785145521164,0.07347416132688522,0.3345177471637726,0.3187884986400604,0.001945578958839178
0.9578947368421052,0.052631578947368474,-0.03501889854669571,-0.1818336546421051,-0.02607118710875511,0.01284969225525856,0.06481467187404633,0.07246901839971542,0.3346748650074005,0.31881090998649597,0.0018482678569853306
0.9578947368421052,0.0,-0.03491819649934769,-0.1819954812526703,-0.02615378238260746,0.012151509523391724,0.06614936143159866,0.0714363306760788,0.3348267376422882,0.3188319206237793,0.0017512310296297073
0.9157894736842105,1.0,-0.03777902573347092,-0.17268410325050354,-0.024235684424638748,0.03555528447031975,0.038148973137140274,0.08369871973991394,0.32959720492362976,0.318193256855011,0.0033236281014978886
0.9157894736842105,0.9473684210526316,-0.03756711632013321,-0.17255139350891113,-0.024368949234485626,0.033745523542165756,0.039510540664196014,0.0832507386803627,0.3298781216144562,0.31824618577957153,0.0032226559706032276
0.9157894736842105,0.8947368421052632,-0.0373590812087059,-0.17243215441703796,-0.02450118213891983,0.03197675198316574,0.04088081419467926,0.0827774852514267,0.3301534354686737,0.31829798221588135,0.003122053574770689
0.9157894736842105,0.8421052631578947,-0.03715546429157257,-0.17232754826545715,-0.024631962180137634,0.030254321172833443,0.04225832223892212,0.08227601647377014,0.33042284846305847,0.31834840774536133,0.0030218162573873997
0.9157894736842105,0.7894736842105263,-0.036956820636987686,-0.1722387671470642,-0.024760950356721878,0.02858380600810051,0.04364174231886864,0.08174321800470352,0.33068597316741943,0.3183974027633667,0.0029219449497759342
