num_itr,sup_err
10.0,0.17033571004867554
20.0,0.12579107284545898
30.0,0.1772816181182862
40.0,0.290246456861496
50.0,0.29006937146186834
60.0,0.24645903706550604
70.0,0.19762173295021063
80.0,0.10872614383697515
90.0,0.07210606336593628
100.0,0.06728923320770264
110.0,0.061665683984756525
120.0,0.08270621299743658
130.0,0.10285219550132757
140.0,0.10417789220809942
150.0,0.11093670129776007
160.0,0.08267214894294744
170.0,0.08404576778411871
180.0,0.06258511543273931
190.0,0.0320776104927063
200.0,0.03950855135917669
210.0,0.04053312540054327
220.0,0.02371573448181158
230.0,0.02415865659713745
240.0,0.06038087606430059
250.0,0.07265672087669378
260.0,0.015759646892547607
270.0,0.016692101955413874
280.0,0.018490850925445557
290.0,0.0204595029354096
300.0,0.029537111520767267
310.0,0.029664099216461237
320.0,0.029999464750289973
330.0,0.030275613069534357
340.0,0.031339108943939264
350.0,0.03179642558097845
360.0,0.03251877427101141
370.0,0.03340154886245733
380.0,0.04030913114547735
390.0,0.0442513525485993
400.0,0.04986503720283514
410.0,0.057073682546615656
420.0,0.015125721693038996
430.0,0.01845362782478338
440.0,0.022176712751388605
450.0,0.022993594408035334
460.0,0.024240702390670832
470.0,0.024333089590072687
480.0,0.02538099884986883
490.0,0.026454836130142267
500.0,0.027417361736297663
510.0,0.027546107769012507
520.0,0.028711497783660944
530.0,0.007467448711395264
540.0,0.006215453147888239
550.0,0.004567474126815851
560.0,0.004470795392990168
570.0,0.004304885864257868
580.0,0.004212677478790339
590.0,0.004108905792236384
600.0,0.0035280585289001465
610.0,0.0037134587764740545
620.0,0.004954099655151423
630.0,0.005176663398742731
640.0,0.005776345729827936
650.0,0.00581768155097967
660.0,0.0059713721275330145
670.0,0.006108939647674616
680.0,0.0038211941719055176
690.0,0.0039033591747283936
700.0,0.004121929407119751
710.0,0.004011392593383789
720.0,0.003686875104904175
730.0,0.003465324640274048
740.0,0.003244370222091675
750.0,0.00297662615776062
760.0,0.0028200745582580566
770.0,0.002654731273651123
780.0,0.002750635147094782
