errs,lambdas
0.00027638673782354184,20.0
0.00026664137840276547,19.980449657869013
0.00025704503059387207,19.960899315738025
0.00024774670600896664,19.941348973607038
0.00023871660232543945,19.92179863147605
0.00022986531257634946,19.902248289345064
0.00022125244140625,19.882697947214076
0.00021278858184820004,19.86314760508309
0.0002047419548034668,19.843597262952102
0.00019675493240356445,19.824046920821115
0.00018903613090520688,19.804496578690127
0.00018152594566345215,19.78494623655914
0.00017413496971135922,19.765395894428153
0.00016707181930541992,19.745845552297165
0.00016009807586669922,19.726295210166178
0.00015345215797424316,19.70674486803519
0.0001468658447265625,19.687194525904204
0.0001405775547027588,19.667644183773216
0.00013446807861333676,19.64809384164223
0.00012847781181341,19.628543499511242
0.0001227259635925293,19.608993157380255
0.0001170933246613104,19.589442815249267
0.00011169910430913754,19.56989247311828
0.00010645389556890317,19.550342130987293
0.00010135769844055176,19.530791788856305
9.647011756902524e-05,19.511241446725318
9.167194366455078e-05,19.49169110459433
8.71121883392334e-05,19.472140762463344
8.26418399810791e-05,19.452590420332356
7.835030555725098e-05,19.43304007820137
7.420778274536133e-05,19.41348973607038
7.021427154541016e-05,19.393939393939394
6.636977195739746e-05,19.374389051808407
6.267428398137875e-05,19.35483870967742
5.912780761724301e-05,19.335288367546433
5.570054054260254e-05,19.315738025415445
5.239248275756836e-05,19.296187683284458
4.9233436584472656e-05,19.27663734115347
4.616379737854004e-05,19.257086999022484
4.32431697845459e-05,19.237536656891496
4.050135612487793e-05,19.21798631476051
3.781914710998535e-05,19.19843597262952
3.522634506231137e-05,19.178885630498534
3.281235694885254e-05,19.159335288367547
3.045797348028012e-05,19.13978494623656
2.822279930114746e-05,19.120234604105573
2.6106834411621094e-05,19.100684261974585
2.411007881170102e-05,19.081133919843598
2.2232532501276214e-05,19.06158357771261
2.047419548040219e-05,19.042033235581624
1.8686056137140472e-05,19.022482893450636
1.7076730728204925e-05,19.00293255131965
1.558661460876465e-05,18.98338220918866
1.4096498489379883e-05,18.963831867057674
1.2755393981989105e-05,18.944281524926687
1.1503696441705902e-05,18.9247311827957
1.0311603546142578e-05,18.905180840664713
9.208917617797852e-06,18.885630498533725
8.195638656616211e-06,18.866080156402738
7.271766662653167e-06,18.84652981427175
6.318092346246917e-06,18.826979472140764
5.543231964111328e-06,18.807429130009776
4.827976226806641e-06,18.78787878787879
4.14252281194516e-06,18.7683284457478
3.516674041803558e-06,18.748778103616814
3.0100345611572266e-06,18.729227761485827
2.5033950806219174e-06,18.70967741935484
2.0563602447509766e-06,18.690127077223853
1.698732376154144e-06,18.670576735092865
1.4007091522216797e-06,18.651026392961878
1.1622905731756283e-06,18.63147605083089
9.536743164617612e-07,18.611925708699903
8.046627044677734e-07,18.592375366568916
7.152557373046875e-07,18.57282502443793
5.960464478094174e-07,18.55327468230694
5.960464477539062e-07,18.533724340175954
6.258487701971127e-07,18.514173998044967
7.748603820800781e-07,18.49462365591398
8.344650269109799e-07,18.475073313782993
9.5367431640625e-07,18.455522971652005
1.132488250787933e-06,18.435972629521018
1.341104507446289e-06,18.41642228739003
1.5795230865478516e-06,18.396871945259043
1.8477439880371094e-06,18.377321603128056
2.1457672119140625e-06,18.35777126099707
2.473592758234222e-06,18.33822091886608
2.861022949274261e-06,18.318670576735094
3.2782554626464844e-06,18.299120234604107
3.635883331298828e-06,18.27956989247312
4.082918167169769e-06,18.260019550342133
4.529953002985199e-06,18.240469208211145
4.976987838745117e-06,18.220918866080158
5.4836273193359375e-06,18.20136852394917
5.990266799926758e-06,18.181818181818183
6.496906280517578e-06,18.162267839687196
7.0631504059393e-06,18.14271749755621
7.5697898865301205e-06,18.12316715542522
8.195638656671722e-06,18.10361681329423
8.761882782037933e-06,18.084066471163247
9.298324584960938e-06,18.064516129032256
9.924173355102539e-06,18.044965786901273
1.055002212524414e-05,18.02541544477028
1.1146068572998047e-05,18.005865102639298
1.1742115020751953e-05,17.986314760508307
1.2427568435668945e-05,17.966764418377323
1.2964010238702972e-05,17.947214076246333
1.3589859008789062e-05,17.92766373411535
1.424551010137387e-05,17.908113391984358
1.4930963516235352e-05,17.888563049853374
1.546740531926938e-05,17.869012707722383
1.615285873418637e-05,17.8494623655914
1.683831214904785e-05,17.82991202346041
1.7404556274469574e-05,17.810361681329425
1.8030405044555664e-05,17.790811339198434
1.8715858459472656e-05,17.77126099706745
1.9311904907282074e-05,17.75171065493646
1.9878149032648285e-05,17.732160312805473
2.0503997802734375e-05,17.712609970674485
2.1070241928100586e-05,17.693059628543498
2.1696090698242188e-05,17.67350928641251
2.226233482366391e-05,17.653958944281523
2.282857894897461e-05,17.634408602150536
2.3424625396728516e-05,17.61485826001955
2.3961067199762542e-05,17.59530791788856
2.455711364751645e-05,17.575757575757574
2.5093555450439453e-05,17.556207233626587
2.557039260869809e-05,17.5366568914956
2.613663673400879e-05,17.517106549364613
2.658367156987973e-05,17.497556207233625
2.7120113372802734e-05,17.478005865102638
2.759695053106137e-05,17.45845552297165
2.8073787689264496e-05,17.438905180840663
2.8520822525024414e-05,17.419354838709676
2.8967857360839844e-05,17.39980449657869
2.938508987432309e-05,17.3802541544477
2.9802322387750824e-05,17.360703812316714
3.018975257873535e-05,17.341153470185727
3.057718276977539e-05,17.32160312805474
3.0994415283203125e-05,17.302052785923753
3.1322240829467773e-05,17.282502443792765
3.165006637573242e-05,17.262952101661778
3.197789192199707e-05,17.24340175953079
3.2275915145874023e-05,17.223851417399803
3.257393836980649e-05,17.204301075268816
3.287196159362793e-05,17.18475073313783
3.316998481750488e-05,17.16520039100684
3.3408403396661956e-05,17.145650048875854
3.361701965332031e-05,17.126099706744867
3.3795833587701996e-05,17.10654936461388
3.400444984441586e-05,17.086999022482892
3.421306610107422e-05,17.067448680351905
3.439188003540039e-05,17.047898338220918
3.451108932500668e-05,17.02834799608993
3.466010093694516e-05,17.008797653958943
3.477931022649594e-05,16.989247311827956
3.486871719365903e-05,16.96969696969697
3.495812416082211e-05,16.95014662756598
3.49879264831543e-05,16.930596285434994
3.5077333450372894e-05,16.911045943304007
3.510713577270508e-05,16.89149560117302
3.507733345031738e-05,16.871945259042032
3.510713577270508e-05,16.852394916911045
3.5077333450372894e-05,16.832844574780058
3.5077333450372894e-05,16.81329423264907
3.50475311279852e-05,16.793743890518083
3.498792648320981e-05,16.774193548387096
3.4928321838378906e-05,16.75464320625611
3.483891487127133e-05,16.73509286412512
3.471970558166504e-05,16.715542521994134
3.460049629216977e-05,16.695992179863147
3.448128700261899e-05,16.67644183773216
3.433227539068051e-05,16.656891495601172
3.415346145629883e-05,16.637341153470185
3.400444984436035e-05,16.617790811339198
3.3795833587646484e-05,16.59824046920821
3.355741500860043e-05,16.578690127077223
3.337860107421875e-05,16.559139784946236
3.31401824951727e-05,16.53958944281525
3.293156623840332e-05,16.52003910068426
3.266334533691406e-05,16.500488758553274
3.24249267578125e-05,16.480938416422287
3.215670585632324e-05,16.4613880742913
3.1888484954889496e-05,16.441837732160312
3.1560659408569336e-05,16.422287390029325
3.126263618469238e-05,16.402737047898338
3.0934810638483246e-05,16.38318670576735
3.063678741455078e-05,16.363636363636363
3.027915954595395e-05,16.344086021505376
2.9981136322021484e-05,16.32453567937439
2.9593706131036956e-05,16.3049853372434
2.92360782623291e-05,16.285434995112414
2.887845039373227e-05,16.265884652981427
2.849102020269223e-05,16.24633431085044
2.8073787689264496e-05,16.226783968719452
2.771615982055664e-05,16.207233626588465
2.73287296295166e-05,16.187683284457478
2.691149711614438e-05,16.16813294232649
2.6464462280273438e-05,16.148582600195503
2.6047229766845703e-05,16.129032258064516
2.562999725341797e-05,16.10948191593353
2.518296241760254e-05,16.08993157380254
2.4765729904174805e-05,16.070381231671554
2.434849739074707e-05,16.050830889540567
2.3901462554987152e-05,16.03128054740958
2.345442771911621e-05,16.011730205278592
2.300739288330078e-05,15.992179863147605
2.2530555725153167e-05,15.972629521016618
2.2113323211725433e-05,15.95307917888563
2.1636486053466797e-05,15.933528836754643
2.1189451217651367e-05,15.913978494623656
2.0742416381835938e-05,15.894428152492669
2.0235776901245117e-05,15.874877810361681
1.9788742065429688e-05,15.855327468230694
1.928210258489438e-05,15.835777126099707
1.883506774907895e-05,15.81622678396872
1.8388032913208008e-05,15.796676441837732
1.7911195755004883e-05,15.777126099706745
1.743435859685727e-05,15.757575757575758
1.6987323760986328e-05,15.73802541544477
1.6570091247614105e-05,15.718475073313783
1.6063451767023285e-05,15.698924731182796
1.5556812286432464e-05,15.679374389051809
1.5169382095336914e-05,15.659824046920821
1.4662742614801605e-05,15.640273704789834
1.4275312423761566e-05,15.620723362658847
1.379847526550293e-05,15.60117302052786
1.3321638107355316e-05,15.581622678396872
1.2934207916259766e-05,15.562072336265885
1.2487173080499847e-05,15.542521994134898
1.2040138244628906e-05,15.52297165200391
1.1622905731256683e-05,15.503421309872923
1.1205673217773438e-05,15.483870967741936
1.0758638382013519e-05,15.464320625610949
1.0371208190917969e-05,15.444770283479961
9.953975677545746e-06,15.425219941348974
9.536743164118011e-06,15.405669599217987
9.179115295465667e-06,15.386119257087
8.732080459594727e-06,15.366568914956012
8.374452590942383e-06,15.347018572825025
8.07642936706543e-06,15.327468230694038
7.62939453125e-06,15.30791788856305
7.301568985040863e-06,15.288367546432063
6.943941116333008e-06,15.268817204301076
6.586313247680664e-06,15.249266862170089
6.288290023803711e-06,15.229716520039101
5.930662155151367e-06,15.210166177908114
5.602836608886719e-06,15.190615835777127
5.245208740289886e-06,15.17106549364614
5.0067901611328125e-06,15.151515151515152
4.678964614868164e-06,15.131964809384165
4.410743713434417e-06,15.112414467253178
4.112720489501953e-06,15.09286412512219
3.844499588012695e-06,15.073313782991203
3.635883331298828e-06,15.053763440860216
3.3676624298095703e-06,15.034213098729229
3.0696392059881283e-06,15.014662756598241
2.861022949274261e-06,14.995112414467254
2.652406692560394e-06,14.975562072336267
2.4437904358465268e-06,14.95601173020528
2.2351741790771484e-06,14.936461388074292
1.996755600031097e-06,14.916911045943305
1.817941665649414e-06,14.897360703812318
1.6987323760986328e-06,14.87781036168133
1.4901161193847656e-06,14.858260019550343
1.3113021850585938e-06,14.838709677419356
1.221895217951019e-06,14.819159335288369
1.0728836059570312e-06,14.799608993157381
9.238719940185547e-07,14.780058651026394
8.046627045232846e-07,14.760508308895407
7.152557373046875e-07,14.74095796676442
5.960464477539062e-07,14.721407624633432
5.364418030340268e-07,14.701857282502445
4.470348358154297e-07,14.682306940371458
3.576278687078549e-07,14.66275659824047
3.278255463201596e-07,14.643206256109483
2.6822090154476896e-07,14.623655913978496
2.384185791015625e-07,14.604105571847509
1.7881393432617188e-07,14.584555229716521
2.0861625676937834e-07,14.565004887585534
1.7881393432617188e-07,14.545454545454547
1.4901161193847656e-07,14.52590420332356
1.4901161199398771e-07,14.506353861192572
2.086162567138672e-07,14.486803519061583
2.384185791015625e-07,14.467253176930596
2.384185791015625e-07,14.447702834799609
2.682209014892578e-07,14.428152492668621
3.8743019104003906e-07,14.408602150537634
4.4703483587094084e-07,14.389051808406647
4.76837158203125e-07,14.36950146627566
5.364418029785156e-07,14.349951124144672
6.258487701971127e-07,14.330400782013685
7.152557373601987e-07,14.310850439882698
8.344650268554688e-07,14.29130009775171
8.940696716308594e-07,14.271749755620723
1.043081283569336e-06,14.252199413489736
1.1622905731756283e-06,14.232649071358749
1.2516975402832031e-06,14.213098729227761
1.4305114746648862e-06,14.193548387096774
1.5497207641601562e-06,14.173998044965787
1.6987323760986328e-06,14.1544477028348
1.907348632868011e-06,14.134897360703812
2.0563602448064877e-06,14.115347018572825
2.175569534301758e-06,14.095796676441838
2.3543834686279297e-06,14.07624633431085
2.562999725341797e-06,14.056695992179863
2.7120113373357846e-06,14.037145650048876
2.9206275940496518e-06,14.017595307917889
3.129243850763519e-06,13.998044965786901
3.2782554626464844e-06,13.978494623655914
3.4868717193603516e-06,13.958944281524927
3.7252902985174252e-06,13.93939393939394
3.904104232843597e-06,13.919843597262952
4.082918167114258e-06,13.900293255131965
4.3213367462713315e-06,13.880742913000978
4.589557647705078e-06,13.86119257086999
4.7981739044744565e-06,13.841642228739003
5.0067901611328125e-06,13.822091886608016
5.245208740289886e-06,13.802541544477029
5.424022674616058e-06,13.782991202346041
5.7220458984375e-06,13.763440860215054
5.990266799926758e-06,13.743890518084067
6.198883056640625e-06,13.72434017595308
6.377696991022308e-06,13.704789833822092
6.67572021484375e-06,13.685239491691105
6.914138794000824e-06,13.665689149560118
