losses,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36,theta_37,theta_38,theta_39,theta_40,theta_41,theta_42,theta_43,theta_44,theta_45
0.29007869958877563,-0.237127423286438,0.18445360660552979,0.23497778177261353,-0.02932572178542614,0.16573520004749298,0.09023182094097137,0.12733957171440125,-0.0009402669966220856,0.16695024073123932,0.05036379024386406,0.20979243516921997,0.13862133026123047,0.2813667356967926,-0.02151300758123398,0.18790185451507568,-0.03055473417043686,-0.02151300758123398,0.09023182094097137,-0.020181238651275635,0.007523677311837673,-0.037938643246889114,0.0008439748780801892,0.24901083111763,0.15588094294071198,0.05036379024386406,0.0644952654838562,-0.0031342364381998777,-0.028036247938871384,0.00499851256608963,0.01591116562485695,0.01591116562485695,-0.012776931747794151,-0.008064311929047108,0.005173549987375736,0.007418541237711906,-0.020315049216151237,0.011942117474973202,0.003443795256316662,-0.008064311929047108,0.005173549987375736,0.007418541237711906,-0.020315049216151237,0.011942117474973202,-0.12221060693264008,-0.08336646854877472,-0.02810656651854515
0.29021942615509033,-0.23693209886550903,0.18444573879241943,0.23498326539993286,-0.02933148294687271,0.16573187708854675,0.09015890210866928,0.1272863745689392,-0.0009808768518269062,0.16698381304740906,0.05033300071954727,0.20979900658130646,0.13855162262916565,0.281400203704834,-0.02150605246424675,0.18782013654708862,-0.03051825612783432,-0.02150605246424675,0.09015890210866928,-0.02017800882458687,0.0075346846133470535,-0.037942707538604736,0.0008452094625681639,0.24899055063724518,0.15590150654315948,0.05033300071954727,0.0644177794456482,-0.003126977477222681,-0.02803908847272396,0.005005634389817715,0.0158848874270916,0.0158848874270916,-0.012757906690239906,-0.008068239316344261,0.00518097635358572,0.007429234683513641,-0.020300213247537613,0.011983664706349373,0.0033726664260029793,-0.008068239316344261,0.00518097635358572,0.007429234683513641,-0.020300213247537613,0.011983664706349373,-0.12218394875526428,-0.08331738412380219,-0.028058107942342758
0.2903604805469513,-0.23673617839813232,0.1844377964735031,0.2349887192249298,-0.029337255284190178,0.16572855412960052,0.09008578956127167,0.12723302841186523,-0.0010215961374342442,0.16701744496822357,0.05030210688710213,0.20980559289455414,0.13848170638084412,0.28143376111984253,-0.02149907499551773,0.18773818016052246,-0.03048170916736126,-0.02149907499551773,0.09008578956127167,-0.020174765959382057,0.007545724511146545,-0.03794678673148155,0.0008464476559311152,0.24897019565105438,0.15592211484909058,0.05030210688710213,0.06434006989002228,-0.003119706641882658,-0.028041934594511986,0.005012775771319866,0.015858527272939682,0.015858527272939682,-0.012738822028040886,-0.00807217974215746,0.00518842414021492,0.007439958397299051,-0.020285330712795258,0.012025333009660244,0.0033013364300131798,-0.00807217974215746,0.00518842414021492,0.007439958397299051,-0.020285330712795258,0.012025333009660244,-0.12215720862150192,-0.08326813578605652,-0.028009507805109024
0.29050201177597046,-0.23653969168663025,0.1844298541545868,0.23499421775341034,-0.029343044385313988,0.1657252013683319,0.09001246094703674,0.1271795779466629,-0.0010624406859278679,0.16705119609832764,0.050271131098270416,0.209812194108963,0.13841164112091064,0.28146737813949585,-0.02149207517504692,0.18765601515769958,-0.030445076525211334,-0.02149207517504692,0.09001246094703674,-0.02017151191830635,0.007556797005236149,-0.03795088082551956,0.0008476895745843649,0.2489498108625412,0.15594278275966644,0.050271131098270416,0.06426216661930084,-0.003112416947260499,-0.028044793754816055,0.005019938573241234,0.01583210751414299,0.01583210751414299,-0.012719688005745411,-0.008076130412518978,0.005195893347263336,0.007450713776051998,-0.020270410925149918,0.012067112140357494,0.0032298145815730095,-0.008076130412518978,0.005195893347263336,0.007450713776051998,-0.020270410925149918,0.012067112140357494,-0.1221303716301918,-0.08321873843669891,-0.027960751205682755
0.2906439006328583,-0.2363426387310028,0.1844218671321869,0.2349996715784073,-0.029348835349082947,0.1657218188047409,0.0899389237165451,0.12712596356868744,-0.0011034095659852028,0.16708502173423767,0.050240062177181244,0.2098187804222107,0.13834136724472046,0.28150108456611633,-0.021485058590769768,0.1875736117362976,-0.03040836751461029,-0.021485058590769768,0.0899389237165451,-0.0201682448387146,0.007567901164293289,-0.037954993546009064,0.0008489349856972694,0.24892933666706085,0.1559634953737259,0.050240062177181244,0.0641840249300003,-0.0031051088590174913,-0.02804766595363617,0.005027120932936668,0.015805615112185478,0.015805615112185478,-0.012700507417321205,-0.00808009598404169,0.0052033839747309685,0.007461498957127333,-0.020255450159311295,0.012109008617699146,0.0031580952927470207,-0.00808009598404169,0.0052033839747309685,0.007461498957127333,-0.020255450159311295,0.012109008617699146,-0.12210346758365631,-0.08316919207572937,-0.027911867946386337
0.2907862067222595,-0.23614501953125,0.1844138205051422,0.23500515520572662,-0.029354631900787354,0.1657184213399887,0.08986521512269974,0.12707221508026123,-0.0011444911360740662,0.16711895167827606,0.050208888947963715,0.20982538163661957,0.13827092945575714,0.2815348505973816,-0.021478021517395973,0.18749096989631653,-0.030371563509106636,-0.021478021517395973,0.08986521512269974,-0.020164964720606804,0.007579037919640541,-0.03795911371707916,0.0008501840056851506,0.24890881776809692,0.1559842824935913,0.050208888947963715,0.06410567462444305,-0.0030977835413068533,-0.028050541877746582,0.0050343237817287445,0.015779048204421997,0.015779048204421997,-0.012681262567639351,-0.00808407086879015,0.005210896022617817,0.0074723148718476295,-0.02024044841527939,0.01215102057904005,0.003086167387664318,-0.00808407086879015,0.005210896022617817,0.0074723148718476295,-0.02024044841527939,0.01215102057904005,-0.12207647413015366,-0.08311951905488968,-0.02786283567547798
0.2909289002418518,-0.23594680428504944,0.18440577387809753,0.23501062393188477,-0.029360441491007805,0.16571499407291412,0.08979127556085587,0.1270183026790619,-0.0011857012286782265,0.16715297102928162,0.050177644938230515,0.20983198285102844,0.1382003128528595,0.2815687358379364,-0.02147096022963524,0.18740808963775635,-0.030334701761603355,-0.02147096022963524,0.08979127556085587,-0.020161673426628113,0.0075902072712779045,-0.03796325996518135,0.0008514368091709912,0.24888823926448822,0.15600508451461792,0.050177644938230515,0.0640271008014679,-0.003090441692620516,-0.02805343084037304,0.005041547119617462,0.015752416104078293,0.015752416104078293,-0.012661973014473915,-0.008088061586022377,0.0052184294909238815,0.007483163848519325,-0.02022540383040905,0.01219315268099308,0.0030140550807118416,-0.008088061586022377,0.0052184294909238815,0.007483163848519325,-0.02022540383040905,0.01219315268099308,-0.12204939872026443,-0.08306969702243805,-0.027813661843538284
0.2910720109939575,-0.2357480227947235,0.18439766764640808,0.2350160777568817,-0.029366258531808853,0.16571153700351715,0.08971713483333588,0.12696430087089539,-0.0012270323932170868,0.16718709468841553,0.050146281719207764,0.20983858406543732,0.13812951743602753,0.2816026508808136,-0.02146388217806816,0.18732500076293945,-0.030297745019197464,-0.02146388217806816,0.08971713483333588,-0.020158370956778526,0.007601410150527954,-0.03796742111444473,0.0008526931051164865,0.24886758625507355,0.1560259759426117,0.050146281719207764,0.06394830346107483,-0.003083079122006893,-0.028056330978870392,0.005048791877925396,0.01572570577263832,0.01572570577263832,-0.012642627581954002,-0.0080920634791255,0.005225985310971737,0.007494042627513409,-0.020210320129990578,0.012235398404300213,0.002941732294857502,-0.0080920634791255,0.005225985310971737,0.007494042627513409,-0.020210320129990578,0.012235398404300213,-0.12202221900224686,-0.08301971852779388,-0.027764342725276947
0.29121553897857666,-0.23554864525794983,0.18438951671123505,0.23502154648303986,-0.0293720830231905,0.16570806503295898,0.08964277803897858,0.12691012024879456,-0.0012684925459325314,0.1672212928533554,0.050114840269088745,0.2098451852798462,0.13805852830410004,0.28163668513298035,-0.021456778049468994,0.18724167346954346,-0.030260706320405006,-0.021456778049468994,0.08964277803897858,-0.020155053585767746,0.007612645160406828,-0.03797159343957901,0.0008539531845599413,0.2488469034433365,0.15604692697525024,0.050114840269088745,0.06386929750442505,-0.003075703512877226,-0.02805924601852894,0.005056057125329971,0.015698932111263275,0.015698932111263275,-0.012623229995369911,-0.008096077479422092,0.0052335625514388084,0.007504954002797604,-0.020195193588733673,0.012277764268219471,0.0028692102059721947,-0.008096077479422092,0.0052335625514388084,0.007504954002797604,-0.020195193588733673,0.012277764268219471,-0.1219949722290039,-0.08296959102153778,-0.02771487459540367
0.29135945439338684,-0.23534870147705078,0.18438133597373962,0.235027015209198,-0.02937791869044304,0.16570456326007843,0.08956822007894516,0.12685580551624298,-0.0013100639916956425,0.16725558042526245,0.05008329451084137,0.20985177159309387,0.13798737525939941,0.28167077898979187,-0.021449657157063484,0.18715810775756836,-0.030223587527871132,-0.021449657157063484,0.08956822007894516,-0.02015172503888607,0.007623912766575813,-0.03797578439116478,0.0008552169892936945,0.24882614612579346,0.15606790781021118,0.05008329451084137,0.06379005312919617,-0.003068306716158986,-0.02806216850876808,0.005063342861831188,0.01567208394408226,0.01567208394408226,-0.012603777460753918,-0.008100105449557304,0.005241161212325096,0.007515896111726761,-0.020180027931928635,0.01232024747878313,0.0027964869514107704,-0.008100105449557304,0.005241161212325096,0.007515896111726761,-0.020180027931928635,0.01232024747878313,-0.1219676285982132,-0.08291931450366974,-0.027665268629789352
