num_itr,sup_err
10.0,3.808290511369705
20.0,0.4882354736328125
30.0,0.3149908185005188
40.0,0.06118583679199219
50.0,0.040966540575027466
60.0,0.02363187074661255
70.0,0.01431553065776825
80.0,0.009075149893760681
90.0,0.006006985902786255
100.0,0.004100710153579712
110.0,0.002818584442138672
120.0,0.0019757449626922607
130.0,0.0013887286186218262
140.0,0.0013052523136138916
150.0,0.0004302859306335449
160.0,0.00031509995460510254
170.0,0.00033146142959594727
180.0,0.0003336668014526367
190.0,0.0003446340560913086
200.0,0.0003695487976074219
210.0,0.0003202855587005615
220.0,1.3887882232721527e-05
230.0,1.4275312423706055e-05
240.0,4.851818084716797e-05
250.0,3.7670135498046875e-05
260.0,1.531839370727539e-05
270.0,1.3053417205810547e-05
280.0,1.2308359146118164e-05
290.0,1.1861324310302734e-05
300.0,1.132488250787933e-06
310.0,8.940696716308594e-07
320.0,6.556510925292969e-07
330.0,6.556510925292969e-07
340.0,6.556510925292969e-07
350.0,6.556510925292969e-07
