losses,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36,theta_37,theta_38,theta_39,theta_40,theta_41,theta_42,theta_43,theta_44,theta_45
0.2588486671447754,2.8804574012756348,5.4120306968688965,1.5827215909957886,-0.6324419975280762,-3.1984634399414062,0.24501249194145203,-0.13038557767868042,-1.1475160121917725,0.4530887007713318,-0.16659973561763763,-2.1641666889190674,0.5476136803627014,2.7738754749298096,-0.41236260533332825,0.4426408112049103,0.6432734727859497,-0.41236260533332825,0.24501249194145203,-2.0353002548217773,14.038581848144531,-0.3348624110221863,9.089360237121582,0.7823196053504944,0.37805190682411194,-0.16659973561763763,-0.8697969913482666,-4.826222896575928,-13.914146423339844,2.74725341796875,-2.283550262451172,-2.283550262451172,7.151120662689209,-2.987910509109497,4.570588111877441,4.259852886199951,-2.3073885440826416,-1.5411174297332764,-4.420589447021484,-2.987910509109497,4.570588111877441,4.259852886199951,-2.3073885440826416,-1.5411174297332764,-1.191744089126587,-0.49644187092781067,0.08539111912250519
0.25926873087882996,2.881742238998413,5.40071964263916,1.5798861980438232,-0.6311007738113403,-3.190516471862793,0.24470952153205872,-0.1304357498884201,-1.1467509269714355,0.4526796042919159,-0.16649356484413147,-2.161435842514038,0.547749400138855,2.772448778152466,-0.41127726435661316,0.44187837839126587,0.6429280638694763,-0.41127726435661316,0.24470952153205872,-2.0324065685272217,14.038581848144531,-0.3361738622188568,9.089360237121582,0.7815758585929871,0.37773677706718445,-0.16649356484413147,-0.8688192963600159,-4.827247142791748,-13.913766860961914,2.74725341796875,-2.2835004329681396,-2.2835004329681396,7.152363300323486,-2.989556074142456,4.570588111877441,4.259852886199951,-2.3095173835754395,-1.5437570810317993,-4.423777103424072,-2.989556074142456,4.570588111877441,4.259852886199951,-2.3095173835754395,-1.5437570810317993,-1.1917452812194824,-0.4971768856048584,0.08393844962120056
0.2596871852874756,2.8830337524414062,5.38944149017334,1.5770512819290161,-0.6297626495361328,-3.1825857162475586,0.24440789222717285,-0.13048739731311798,-1.1459881067276,0.45221221446990967,-0.1664014458656311,-2.158719539642334,0.5478836894035339,2.7710344791412354,-0.41019558906555176,0.44111961126327515,0.6425827741622925,-0.41019558906555176,0.24440789222717285,-2.0295157432556152,14.038581848144531,-0.33748531341552734,9.089360237121582,0.7808338403701782,0.3774937391281128,-0.1664014458656311,-0.8678431510925293,-4.82826566696167,-13.913387298583984,2.74725341796875,-2.2834510803222656,-2.2834510803222656,7.153599262237549,-2.991203784942627,4.570588111877441,4.259852886199951,-2.311638832092285,-1.5463879108428955,-4.426948547363281,-2.991203784942627,4.570588111877441,4.259852886199951,-2.311638832092285,-1.5463879108428955,-1.1917505264282227,-0.49791568517684937,0.08248618245124817
0.2601040303707123,2.8843226432800293,5.378186225891113,1.5742111206054688,-0.6284265518188477,-3.1746666431427,0.24410584568977356,-0.13053804636001587,-1.1452269554138184,0.4517928957939148,-0.16630032658576965,-2.156012535095215,0.5480179190635681,2.76963210105896,-0.4091174304485321,0.4403606951236725,0.6422384977340698,-0.4091174304485321,0.24410584568977356,-2.026628255844116,14.038581848144531,-0.3387928605079651,9.089360237121582,0.780093789100647,0.37719717621803284,-0.16630032658576965,-0.8668701648712158,-4.829283714294434,-13.913008689880371,2.74725341796875,-2.283402442932129,-2.283402442932129,7.154834747314453,-2.9928500652313232,4.570588111877441,4.259852886199951,-2.3137621879577637,-1.5490193367004395,-4.430125713348389,-2.9928500652313232,4.570588111877441,4.259852886199951,-2.3137621879577637,-1.5490193367004395,-1.1917548179626465,-0.49865150451660156,0.08103884011507034
0.2605193257331848,2.8856070041656494,5.3669586181640625,1.5713841915130615,-0.6270933747291565,-3.1667652130126953,0.243804931640625,-0.1305902749300003,-1.1444696187973022,0.4513603448867798,-0.1662025898694992,-2.153313159942627,0.5481520295143127,2.768232822418213,-0.4080427885055542,0.4396049380302429,0.6418953537940979,-0.4080427885055542,0.243804931640625,-2.0237438678741455,14.038581848144531,-0.34010329842567444,9.089360237121582,0.7793563008308411,0.37691783905029297,-0.1662025898694992,-0.8658989667892456,-4.830295562744141,-13.912630081176758,2.74725341796875,-2.2833521366119385,-2.2833521366119385,7.156064510345459,-2.994499444961548,4.570588111877441,4.259852886199951,-2.315885066986084,-1.551649808883667,-4.433314800262451,-2.994499444961548,4.570588111877441,4.259852886199951,-2.315885066986084,-1.551649808883667,-1.191750168800354,-0.49937739968299866,0.0796060562133789
0.2609330117702484,2.8869009017944336,5.35578727722168,1.5685707330703735,-0.6257631778717041,-3.1588854789733887,0.24350464344024658,-0.13064296543598175,-1.1437140703201294,0.45096689462661743,-0.1660977602005005,-2.150639533996582,0.5482871532440186,2.7668328285217285,-0.40697169303894043,0.4388514757156372,0.6415544748306274,-0.40697169303894043,0.24350464344024658,-2.020864486694336,14.038581848144531,-0.34141188859939575,9.089360237121582,0.7786216735839844,0.37659499049186707,-0.1660977602005005,-0.8649283051490784,-4.831304550170898,-13.912253379821777,2.74725341796875,-2.283301830291748,-2.283301830291748,7.157289505004883,-2.9961490631103516,4.570588111877441,4.259852886199951,-2.318007707595825,-1.554278016090393,-4.43650484085083,-2.9961490631103516,4.570588111877441,4.259852886199951,-2.318007707595825,-1.554278016090393,-1.1917476654052734,-0.5001040697097778,0.07817857712507248
0.2613450884819031,2.8881993293762207,5.34462308883667,1.565742015838623,-0.6244345903396606,-3.1510303020477295,0.2432045042514801,-0.13069455325603485,-1.1429585218429565,0.4505612254142761,-0.16599591076374054,-2.1479527950286865,0.5484187602996826,2.7654504776000977,-0.40590399503707886,0.43809938430786133,0.6412113904953003,-0.40590399503707886,0.2432045042514801,-2.0179882049560547,14.038581848144531,-0.3427128195762634,9.089360237121582,0.7778872847557068,0.3762893080711365,-0.16599591076374054,-0.8639599084854126,-4.832312107086182,-13.91187858581543,2.74725341796875,-2.283254623413086,-2.283254623413086,7.158509254455566,-2.997800588607788,4.570588111877441,4.259852886199951,-2.320124626159668,-1.556900978088379,-4.439673900604248,-2.997800588607788,4.570588111877441,4.259852886199951,-2.320124626159668,-1.556900978088379,-1.191756248474121,-0.5008405447006226,0.07674188911914825
0.2617555856704712,2.889512300491333,5.333495616912842,1.562923550605774,-0.6231088042259216,-3.143176555633545,0.24290496110916138,-0.13074779510498047,-1.142207384109497,0.45014843344688416,-0.16589756309986115,-2.1452951431274414,0.5485517382621765,2.764075517654419,-0.40483975410461426,0.4373500347137451,0.6408710479736328,-0.40483975410461426,0.24290496110916138,-2.015113592147827,14.038581848144531,-0.34401825070381165,9.089360237121582,0.7771560549736023,0.3759952187538147,-0.16589756309986115,-0.8629941344261169,-4.833314895629883,-13.911504745483398,2.74725341796875,-2.283205032348633,-2.283205032348633,7.159727096557617,-2.999450445175171,4.570588111877441,4.259852886199951,-2.322242498397827,-1.5595228672027588,-4.442840099334717,-2.999450445175171,4.570588111877441,4.259852886199951,-2.322242498397827,-1.5595228672027588,-1.191773533821106,-0.5015836358070374,0.07530289143323898
0.26216450333595276,2.890817165374756,5.3224287033081055,1.5600950717926025,-0.6217858195304871,-3.135377883911133,0.24260635673999786,-0.1308000683784485,-1.1414552927017212,0.4497338831424713,-0.16580048203468323,-2.1426379680633545,0.5486853718757629,2.762711763381958,-0.4037797451019287,0.43660134077072144,0.6405321955680847,-0.4037797451019287,0.24260635673999786,-2.0122478008270264,14.038581848144531,-0.34531575441360474,9.089360237121582,0.7764254808425903,0.3757060766220093,-0.16580048203468323,-0.8620285987854004,-4.83431339263916,-13.911128997802734,2.74725341796875,-2.283156633377075,-2.283156633377075,7.16093635559082,-3.0011022090911865,4.570588111877441,4.259852886199951,-2.3243565559387207,-1.5621402263641357,-4.446009159088135,-3.0011022090911865,4.570588111877441,4.259852886199951,-2.3243565559387207,-1.5621402263641357,-1.1917821168899536,-0.5023175477981567,0.07387977838516235
0.2625718116760254,2.8921310901641846,5.31136417388916,1.557295799255371,-0.6204647421836853,-3.1275742053985596,0.2423081248998642,-0.1308538168668747,-1.1407079696655273,0.44931450486183167,-0.16570527851581573,-2.139991044998169,0.5488169193267822,2.761341094970703,-0.4027220904827118,0.4358551800251007,0.6401925086975098,-0.4027220904827118,0.2423081248998642,-2.009381055831909,14.038581848144531,-0.34661805629730225,9.089360237121582,0.7756984233856201,0.37542369961738586,-0.16570527851581573,-0.8610658645629883,-4.835309028625488,-13.91075611114502,2.74725341796875,-2.2831056118011475,-2.2831056118011475,7.1621479988098145,-3.0027527809143066,4.570588111877441,4.259852886199951,-2.326472520828247,-1.5647591352462769,-4.44918155670166,-3.0027527809143066,4.570588111877441,4.259852886199951,-2.326472520828247,-1.5647591352462769,-1.1917953491210938,-0.5030548572540283,0.07245473563671112
