num_itr,sup_err
280.0,0.1113289073109627
300.0,0.10846743732690821
320.0,0.10319911688566209
350.0,0.09907814860343937
370.0,0.09513391554355624
400.0,0.090820286422968
440.0,0.06058480218052872
470.0,0.05893441289663324
520.0,0.0589468628168107
590.0,0.042423721402883544
670.0,0.04276850074529657
770.0,0.03445832431316379
890.0,0.03458654507994659
1060.0,0.029180653393268592
1260.0,0.024368569254875246
1490.0,0.021718330681324033
1800.0,0.02104589063674219
2160.0,0.018100112676620532
2600.0,0.018100112676620532
3160.0,0.01810011453926568
3790.0,0.015232234261930029
4590.0,0.012937934137880842
5530.0,0.01293793786317114
6650.0,0.010043371468782515
7980.0,0.010043371468782515
9570.0,0.009173311293125243
11450.0,0.009173311293125243
13650.0,0.008773960173130126
16140.0,0.005897515453398326
19020.0,0.005628848448395827
