num_itr,sup_err_3,sup_err_7,sup_err_5,sup_err_4
50.0,0.0798721122919232,0.0791115462779999,0.0741960108280182,0.052451878786087036
100.0,0.0744229886113316,0.058639645576477,0.0446974635124207,0.06639673145400593
150.0,0.0557267922340543,0.0438316613435745,0.0513357520103454,0.04998531937599188
200.0,0.0568555849968106,0.0631546974182128,0.0419553220272064,0.04096347093582159
250.0,0.0619561481653363,0.0372090637683868,0.0325691998004914,0.03798419237136841
300.0,0.0637942287503392,0.0496167242527008,0.0410191118717194,0.02890646457672119
350.0,0.0623150836108834,0.037185788154602,0.038179725408554,0.026768356561660767
400.0,0.0504715587376267,0.0447342097759246,0.0322675704956054,0.03077143430709839
450.0,0.0419643819332122,0.0420736074447632,0.0338643491268158,0.04141691327095037
500.0,0.0510185952662141,0.033903956413269,0.0268787443637847,0.030136495828628596
550.0,0.0414596796035766,0.0338490605354309,0.0296217799186707,0.02684766054153448
600.0,0.0423737275777966,0.0321556925773621,0.035455584526062,0.03331947326660156
650.0,0.0526463720379979,0.0324664711952209,0.0319901704788208,0.026213437318801935
700.0,0.0493194978116662,0.0339535772800445,0.0295568257570267,0.028315693140029907
750.0,0.0450035962639958,0.0303910374641419,0.0332190990447998,0.03435313701629644
800.0,0.045778482723108,0.0364035367965698,0.0306850671768189,0.03309449553489685
850.0,0.0426439601360471,0.0298789143562316,0.030143916606903,0.028018653392791748
900.0,0.0453685443280846,0.0278620719909667,0.0298719406127929,0.02817434072494507
950.0,0.0432347800015122,0.0399359762668609,0.031787633895874,0.02819143235683441
1000.0,0.0452166940449387,0.0304433703422546,0.0299331843852996,0.026625037193298423
1050.0,0.044284794050327,0.029922604560852,0.0328990817070007,0.02605187892913824
1100.0,0.0447548176525742,0.0301316678524017,0.0308820009231567,0.0308161079883576
1150.0,0.0484572570203454,0.0336755812168121,0.0301131606101989,0.029186695814132746
1200.0,0.04971096994268,0.0289986431598663,0.0299235582351684,0.02593246102333069
1250.0,0.0494233514546067,0.0264004170894622,0.0307026505470275,0.029444217681884766
1300.0,0.0496689486681134,0.0250116437673569,0.0277288854122162,0.026029586791992188
1350.0,0.0471964697717339,0.0285378694534301,0.0320535004138946,0.02881473302841192
1400.0,0.0501089129029423,0.0304064154624939,0.0295663177967071,0.02479341626167303
1450.0,0.0445354166804463,0.0263485908508301,0.0280338525772095,0.02891159057617193
1500.0,0.0484045516132027,0.0279084146022797,0.0284117758274078,0.026235938072204645
1550.0,0.0508387009977013,0.0302780568599701,0.0296350121498107,0.029735416173934937
1600.0,0.0472736503361375,0.0280288159847259,0.0272667109966278,0.03489041328430176
1650.0,0.0486649643062264,0.0274844318628312,0.0269244313240051,0.026089906692504883
1700.0,0.047408021557203,0.0291933715343475,0.0315560400485992,0.0283048152923584
1750.0,0.046276736575237,0.0290832221508026,0.0274245142936706,0.02466759085655218
1800.0,0.0500995177208096,0.0275790095329285,0.0271010994911194,0.02871698141098028
1850.0,0.0451495643137604,0.0284103155136108,0.0251694917678833,0.028571099042892456
1900.0,0.0439409534810693,0.028695672750473,0.0239297151565551,0.025955349206924494
1950.0,0.0461727078436524,0.026428610086441,0.0286984145641327,0.026779621839523315
2000.0,0.0452721747933537,0.0271685421466827,0.0274478495121002,0.024590581655502375
2050.0,0.0450214553056866,0.0294986069202423,0.0269666612148284,0.027533441781997736
2100.0,0.0423282641349942,0.0273296535015106,0.0261223614215851,0.025484710931777954
2150.0,0.0482612359701306,0.0277282893657684,0.0310872197151184,0.02834048867225647
2200.0,0.0466777230976731,0.0269174575805664,0.0274053812026977,0.031573206186294556
2250.0,0.0447413172005326,0.0271342396736145,0.0277790427207946,0.02656227350234991
2300.0,0.0505576613722951,0.0260617136955261,0.0257412493228912,0.027738094329833984
2350.0,0.0502617727397591,0.0250210165977478,0.0270723700523377,0.025825649499893244
2400.0,0.047148815858236,0.0255191624164581,0.0298459827899932,0.026289522647857666
2450.0,0.0467016469119698,0.0254533439874649,0.0268682539463043,0.027454555034637507
2500.0,0.0469307522653252,0.0287871658802032,0.0290116965770721,0.027341663837432917
2550.0,0.0496398578761727,0.0264172554016113,0.0291000306606292,0.02778911590576172
2600.0,0.0493979151724488,0.0270582735538483,0.0247664749622344,0.026950120925903376
2650.0,0.049475878047815,0.0247165262699127,0.0293949842453002,0.027158230543136597
2700.0,0.0481762173949391,0.0291603803634643,0.0307231545448303,0.029375910758972223
2750.0,0.0460675652502686,0.0237530767917633,0.0261112749576568,0.027486026287078913
2800.0,0.0449293177007348,0.0235544145107269,0.0290248095989227,0.028211683034896906
2850.0,0.0453124749838025,0.0248145163059235,0.0300659537315368,0.027124017477035522
2900.0,0.0455209645806462,0.0248697698116303,0.0311409831047058,0.028709858655929565
2950.0,0.0460472139893681,0.0247546434402466,0.0260589718818664,0.03130069375038147
3000.0,0.0452725584982545,0.0237948298454285,0.0252228379249573,0.026129126548767145
3050.0,0.0484202760635525,0.0248278081417083,0.0248278677463531,0.025405198335647583
3100.0,0.0490582953570992,0.0258984267711639,0.0254839956760406,0.027425378561019953
3150.0,0.0493926662384183,0.0245238840579987,0.0270678699016571,0.029676377773284912
3200.0,0.0451315041063935,0.027307242155075,0.0293253660202026,0.027319431304931696
3250.0,0.0437017563162953,0.0258047729730606,0.0323761403560638,0.024242997169494684
3300.0,0.0444568316816003,0.026982307434082,0.0246976613998413,0.02764162421226507
3350.0,0.045552640724054,0.0234564244747162,0.0257194340229034,0.026489764451980646
3400.0,0.0482608448146493,0.0249221026897431,0.0285739302635192,0.028100311756134033
3450.0,0.0453280914007336,0.0266878306865692,0.0285710096359253,0.026751190423965454
3500.0,0.0450609247563988,0.0260230600833893,0.0284429490566254,0.02791622281074524
3550.0,0.0455621104119927,0.0254589617252349,0.0264908969402313,0.026033848524093628
3600.0,0.0449130270062596,0.0245126187801361,0.0327892303466796,0.026969850063323975
3650.0,0.0441822926877648,0.0245136618614197,0.0312539041042327,0.030847162008285522
3700.0,0.043728850352636,0.0242512226104736,0.0266669392585754,0.026053637266159113
3750.0,0.0464041824816376,0.0264433920383453,0.025953620672226,0.02521717548370367
3800.0,0.045418075787893,0.0241610407829285,0.0252050757408142,0.026581108570098877
3850.0,0.0487292032121331,0.0245157182216644,0.0268991589546204,0.027069687843322754
3900.0,0.0462721954463631,0.0250450372695923,0.0256759524345398,0.02844405174255371
3950.0,0.0478833946763188,0.0246944725513458,0.028312861919403,0.02753055095672613
4000.0,0.0482867616592557,0.0233840942382813,0.0277237892150878,0.028668820858001764
4050.0,0.0469315420268685,0.0250679403543473,0.0256925821304321,0.02661985158920288
4100.0,0.0468758489369065,0.0265467166900635,0.0269564390182495,0.026251107454299927
4150.0,0.0462620514808804,0.0278075337409973,0.0255927145481109,0.028358697891235407
4200.0,0.0483964714585454,0.0259320139884949,0.0246237218379974,0.02690324187278753
4250.0,0.0481063383995206,0.0252050459384918,0.0263086557388305,0.02772924304008484
4300.0,0.0481559927939088,0.0245283544063568,0.0254645347595214,0.028104513883590754
4350.0,0.0465374584673554,0.0272361636161804,0.0249904692173004,0.027832329273223877
4400.0,0.0465702931760461,0.0274890959262847,0.0274769961833953,0.02462652325630188
4450.0,0.0444790530382306,0.0245302617549896,0.0265149474143981,0.0252904891967774
4500.0,0.0449311356424004,0.0232815742492675,0.0256289541721344,0.026625931262970026
4550.0,0.046717050987354,0.0230768024921417,0.0269419848918914,0.025303542613983154
4600.0,0.048245988356939,0.0231972187757492,0.0295537114143371,0.02584022283554077
4650.0,0.0478517781375558,0.0251353085041046,0.0286208689212799,0.025476753711700495
4700.0,0.0465139891384751,0.024368554353714,0.0282438099384308,0.02616658806800848
4750.0,0.0480631250320584,0.025101512670517,0.0280635952949524,0.026698410511016846
4800.0,0.0490782293854863,0.0243200063705444,0.0259164571762084,0.02589404582977295
4850.0,0.0461430694340379,0.0262180864810943,0.0258709192276,0.027057081460952814
4900.0,0.0452793534277589,0.025128185749054,0.0256929993629456,0.02786192297935486
4950.0,0.0460839975057751,0.0261666774749755,0.0261998474597931,0.026474684476852417
5000.0,0.0476566176293999,0.0226737260818481,0.0258918404579163,0.0265217125415802
