num_itr,sup_err_7,sup_err_9,sup_err_5,sup_err_3
100.0,1.1515217795968056,0.1593255326151848,0.0632933676242828,0.06127172708511358
200.0,0.310635894536972,0.0628139972686768,0.0457563712225237,0.06238353764274507
300.0,0.1928964853286743,0.0498130619525909,0.0456916964576521,0.07459028065204629
400.0,0.036138653755188,0.0447363257408142,0.0685161515102663,0.0876214965210238
500.0,0.0466931760311127,0.0405800938606262,0.030287578701973,0.04401654005050665
600.0,0.096196711063385,0.0371264219284057,0.0273537933826446,0.08105570217230706
700.0,0.0248291790485382,0.034567266702652,0.0464291884527483,0.06797759374239831
800.0,0.0234016925096512,0.0323325395584106,0.0279554254339018,0.08256983151295572
900.0,0.0211762040853501,0.0308715552091598,0.022472158074379,0.04835484133946011
1000.0,0.023790396280674,0.0291485786437988,0.0212120711803436,0.0391506305859366
1100.0,0.0204373723790922,0.0279202461242675,0.0412341146693506,0.03296013315775781
1200.0,0.0463277487979212,0.0261736512184143,0.0234779878883273,0.033734559583535884
1300.0,0.0294097079859056,0.0251081883907318,0.0253301407174149,0.055290361397055676
1400.0,0.0195448100566864,0.0237160921096802,0.0348372957632818,0.0627964078412333
1500.0,0.022979938887147,0.0226241946220398,0.0255569419787207,0.0461093648300448
1600.0,0.0150718092918396,0.0214322805404663,0.0257535609380283,0.06070795422056108
1700.0,0.0256067211703339,0.0207710862159729,0.0207550297454872,0.08415984501698404
1800.0,0.0185050903783121,0.0200798809528351,0.01821692613521,0.05046445131301883
1900.0,0.0148769095540046,0.0190557986497879,0.0351165099964418,0.0661584227309504
2000.0,0.014745682477951,0.0185668617486954,0.0278649381325521,0.0689924839316518
2100.0,0.0135540068149567,0.0180630534887314,0.0207376494436175,0.05653270845868974
2200.0,0.0129915028810501,0.0176545158028603,0.026162541933445,0.05344925215104013
2300.0,0.0204578335360565,0.0173298716545104,0.0149056199370534,0.08968226750948816
2400.0,0.0124377086758614,0.0171115398406982,0.022531549908308,0.07137265940764337
2500.0,0.018519645127526,0.0169683396816254,0.0199818215696723,0.05881542479255586
2600.0,0.0198136582002916,0.0166300609707832,0.0316234207675734,0.05813034763195901
2700.0,0.0295895785093307,0.016421340405941,0.0307851801590004,0.06409697373965173
