err_5,lambdas,err_7,err_9
5.15282154083252e-05,0.8250244379276637,3.8743019104003917e-07,0.0
5.081295967107602e-05,0.8240469208211143,5.066394806463315e-07,5.960464483090178e-08
5.0008296966608246e-05,0.8230694037145649,4.4703483587094084e-07,2.9802322443206464e-08
4.926323890691586e-05,0.8220918866080156,5.960464478094174e-07,1.192092896062924e-07
4.8369169235285e-05,0.8211143695014662,5.960464478094174e-07,2.9802322443206464e-08
4.756450653076172e-05,0.8201368523949168,6.556510925292969e-07,2.9802322387695312e-08
4.673004150390625e-05,0.8191593352883675,6.556510925292969e-07,2.9802322387695312e-08
4.589557647710629e-05,0.8181818181818181,6.854534149725033e-07,5.551115123125783e-17
4.503130912780762e-05,0.8172043010752688,8.046627044677734e-07,5.960464477539063e-08
4.413723945623227e-05,0.8162267839687194,8.642673492986752e-07,2.9802322443206464e-08
4.327297210698911e-05,0.81524926686217,7.748603821355893e-07,5.551115123125783e-17
4.240870475774594e-05,0.8142717497556207,9.238719940740658e-07,5.960464483090178e-08
4.157423973083496e-05,0.8132942326490713,9.83476638793945e-07,0.0
4.0650367736816406e-05,0.8123167155425219,1.043081283569336e-06,2.9802322387695312e-08
3.972649574285336e-05,0.8113391984359726,1.043081283624847e-06,-2.980232233218416e-08
3.883242607116699e-05,0.8103616813294232,1.1026859283447266e-06,2.9802322387695312e-08
3.796815872192383e-05,0.8093841642228738,1.1920928955078125e-06,2.9802322387695312e-08
3.707408905029297e-05,0.8084066471163245,1.2218952178955078e-06,2.9802322387695312e-08
3.6209821701049805e-05,0.8074291300097751,1.2218952178955078e-06,-2.9802322387695312e-08
3.5315752029418945e-05,0.8064516129032258,1.3113021850585938e-06,5.960464477539063e-08
3.4332275390625e-05,0.8054740957966764,1.2814998626708984e-06,0.0
3.343820571904965e-05,0.804496578690127,1.4007091522771908e-06,5.551115123125783e-17
3.260374069213867e-05,0.8035190615835777,1.4901161193847656e-06,5.960464477539063e-08
3.170967102050781e-05,0.8025415444770283,1.4901161193847656e-06,0.0
3.084540367126465e-05,0.8015640273704789,1.519918441772461e-06,2.9802322387695312e-08
2.995133399963379e-05,0.8005865102639296,1.6391277313232422e-06,2.9802322387695312e-08
2.9087066650446136e-05,0.7996089931573802,1.6689300537664489e-06,5.551115123125783e-17
2.816319465642758e-05,0.7986314760508308,1.698732376154144e-06,5.551115123125783e-17
2.7298927307128903e-05,0.7976539589442815,1.7583370208740234e-06,2.9802322387695312e-08
2.6434659957885746e-05,0.7966764418377321,1.7583370208740234e-06,0.0
2.5510787963867188e-05,0.7956989247311828,1.7881393432617188e-06,-2.9802322387695312e-08
2.4765729904174805e-05,0.7947214076246334,1.8477439880371092e-06,0.0
2.396106719970703e-05,0.793743890518084,1.877546310424805e-06,2.9802322387695312e-08
2.3066997528131683e-05,0.7927663734115347,1.9669532776434018e-06,2.9802322443206464e-08
2.229213714599609e-05,0.7917888563049853,2.026557922363281e-06,2.9802322387695312e-08
2.1457672119140625e-05,0.7908113391984359,1.996755599975586e-06,-2.9802322387695312e-08
2.0653009414728363e-05,0.7898338220918866,2.056360244806488e-06,2.9802322443206464e-08
1.97887420654852e-05,0.7888563049853372,2.0265579224187924e-06,-2.980232233218416e-08
1.901388168334961e-05,0.7878787878787878,2.115964889526367e-06,0.0
1.823902130126953e-05,0.7869012707722385,2.115964889526367e-06,-2.9802322387695312e-08
1.7523765564020355e-05,0.7859237536656891,2.175569534357269e-06,-8.940696710757479e-08
1.6808509826715667e-05,0.7849462365591398,2.2053718567449643e-06,5.551115123125783e-17
1.6033649444580078e-05,0.7839687194525904,2.205371856689453e-06,-5.960464477539063e-08
1.5407800674438477e-05,0.782991202346041,2.2351741790771484e-06,-5.960464477539063e-08
1.4662742614801603e-05,0.7820136852394917,2.2947788239080502e-06,5.551115123125783e-17
1.4036893844660003e-05,0.7810361681329423,2.354383468683441e-06,2.9802322443206464e-08
1.3321638107355316e-05,0.7800586510263929,2.324581146295745e-06,5.960464483090178e-08
1.272559165960141e-05,0.7790811339198436,2.384185791071136e-06,2.9802322443206464e-08
1.2040138244628906e-05,0.7781036168132942,2.443790435791016e-06,0.0
1.1414289474542816e-05,0.7771260997067448,2.384185791071136e-06,5.551115123125783e-17
1.0818243026733398e-05,0.7761485826001955,2.443790435791016e-06,0.0
1.031160354619809e-05,0.7751710654936461,2.5033950806219174e-06,5.960464483090178e-08
9.715557098444185e-06,0.7741935483870968,2.473592758234222e-06,2.9802322443206464e-08
9.208917617797852e-06,0.7732160312805474,2.562999725341797e-06,2.9802322387695312e-08
8.612871170043945e-06,0.772238514173998,2.473592758178711e-06,2.9802322387695312e-08
8.13603401184082e-06,0.7712609970674487,2.5331974029541016e-06,5.960464477539063e-08
7.659196853693206e-06,0.7702834799608993,2.5033950806219174e-06,2.9802322443206464e-08
7.212162017822266e-06,0.7693059628543499,2.5033950805664062e-06,2.9802322387695312e-08
6.735324859619141e-06,0.7683284457478006,2.5331974029541016e-06,0.0
6.377696991022308e-06,0.7673509286412512,2.5331974030096127e-06,2.9802322443206464e-08
5.990266799982269e-06,0.7663734115347018,2.6226043701726987e-06,5.960464483090178e-08
5.573034286499024e-06,0.7653958944281525,2.5033950805664062e-06,2.9802322387695312e-08
5.215406417902191e-06,0.7644183773216031,2.5033950806219174e-06,5.551115123125783e-17
4.887580871637542e-06,0.7634408602150538,2.5331974030096127e-06,2.9802322443206464e-08
4.619359970148285e-06,0.7624633431085044,2.5331974030096127e-06,2.9802322443206464e-08
4.32133674621582e-06,0.761485826001955,2.562999725341797e-06,5.960464477539063e-08
4.112720489501953e-06,0.7605083088954057,2.562999725341797e-06,8.940696716308594e-08
3.844499588068207e-06,0.7595307917888563,2.5331974030096127e-06,8.940696721859709e-08
3.635883331298828e-06,0.7585532746823069,2.5331974029541016e-06,5.960464477539063e-08
3.457069396972656e-06,0.7575757575757576,2.5033950805664062e-06,2.9802322387695312e-08
3.2782554626464844e-06,0.7565982404692082,2.443790435791016e-06,0.0
3.1590461731512143e-06,0.7556207233626588,2.4437904358465268e-06,2.9802322443206464e-08
3.0100345611572266e-06,0.7546432062561095,2.4139881134033203e-06,0.0
2.86102294921875e-06,0.7536656891495601,2.3543834686279297e-06,-2.9802322387695312e-08
2.80141830444336e-06,0.7526881720430108,2.384185791015625e-06,5.960464477539063e-08
2.861022949274261e-06,0.7517106549364614,2.4139881134588315e-06,8.940696721859709e-08
2.771615982055664e-06,0.750733137829912,2.3543834686279297e-06,0.0
2.771615982055664e-06,0.7497556207233627,2.294778823852539e-06,0.0
2.861022949274261e-06,0.7487781036168133,2.2947788239080502e-06,2.9802322443206464e-08
2.8908252716619565e-06,0.7478005865102639,2.23517417913266e-06,2.9802322443206464e-08
2.9802322387695312e-06,0.7468230694037146,2.2351741790771484e-06,5.960464477539063e-08
3.129243850708008e-06,0.7458455522971652,2.264976501464844e-06,2.9802322387695312e-08
3.248453140258789e-06,0.7448680351906158,2.175569534301758e-06,8.940696716308594e-08
3.427267074640472e-06,0.7438905180840665,2.1457672119695737e-06,5.960464483090178e-08
3.635883331298828e-06,0.7429130009775171,2.175569534301758e-06,5.960464477539063e-08
3.814697265625e-06,0.7419354838709677,2.056360244750977e-06,2.9802322387695312e-08
4.142522811889648e-06,0.7409579667644184,2.115964889526367e-06,1.1920928955078125e-07
4.351139068603516e-06,0.739980449657869,1.996755599975586e-06,8.940696716308594e-08
4.589557647705078e-06,0.7390029325513197,1.9073486328125e-06,0.0
5.0067901611328125e-06,0.7380254154447703,1.96695327758789e-06,1.1920928955078125e-07
5.364418029785156e-06,0.7370478983382209,1.9371509552001957e-06,1.7881393432617188e-07
5.632638931329925e-06,0.7360703812316716,1.8179416657049248e-06,2.9802322443206464e-08
6.1392784119207455e-06,0.7350928641251222,1.877546310480316e-06,5.960464483090178e-08
6.496906280573089e-06,0.7341153470185728,1.78813934331723e-06,2.9802322443206464e-08
6.943941116333008e-06,0.7331378299120235,1.6987323760986328e-06,0.0
7.420778274591644e-06,0.7321603128054741,1.7583370209295346e-06,5.960464483090178e-08
7.808208465576172e-06,0.7311827956989247,1.6093254089355469e-06,0.0
8.463859558105469e-06,0.7302052785923754,1.6391277313232422e-06,2.9802322387695312e-08
8.970499038696289e-06,0.729227761485826,1.5795230865478516e-06,2.9802322387695312e-08
9.536743164118013e-06,0.7282502443792767,1.519918441827972e-06,5.960464483090178e-08
1.0102987289484222e-05,0.7272727272727273,1.4305114746648862e-06,5.551115123125783e-17
1.0788440704345705e-05,0.7262952101661779,1.4603137969970703e-06,1.1920928955078125e-07
1.1473894119318206e-05,0.7253176930596286,1.4901161194402768e-06,8.940696721859709e-08
1.2159347534179688e-05,0.7243401759530792,1.3709068298339844e-06,8.940696716308594e-08
1.2785196304321287e-05,0.7233626588465298,1.341104507446289e-06,5.960464477539063e-08
1.3500452041681488e-05,0.7223851417399805,1.311302185114105e-06,2.9802322443206464e-08
1.4215707778930664e-05,0.7214076246334311,1.2516975402832031e-06,5.960464477539063e-08
1.5020370483398438e-05,0.7204301075268817,1.1920928955078125e-06,5.960464477539063e-08
1.576542854309082e-05,0.7194525904203324,1.132488250732422e-06,2.9802322387695312e-08
1.6629695892389496e-05,0.718475073313783,1.1622905731756283e-06,8.940696721859709e-08
1.7464160919244964e-05,0.7174975562072337,1.0728836060125424e-06,5.960464483090178e-08
1.8358230590820312e-05,0.7165200391006843,1.0132789611816406e-06,5.960464477539063e-08
1.91628932953436e-05,0.7155425219941349,9.536743164617612e-07,8.940696721859709e-08
2.0146369934137542e-05,0.7145650048875856,9.834766388494565e-07,1.192092896062924e-07
2.104043960571289e-05,0.7135874877810362,9.238719940185548e-07,8.940696716308594e-08
2.193450927734375e-05,0.7126099706744868,8.642673492431641e-07,2.9802322387695312e-08
2.297759056091309e-05,0.7116324535679375,8.940696716308594e-07,1.1920928955078125e-07
2.390146255493164e-05,0.7106549364613881,7.748603820800781e-07,5.960464477539063e-08
2.4884939193781097e-05,0.7096774193548387,7.152557373601987e-07,2.9802322443206464e-08
2.5957822799682617e-05,0.7086999022482894,7.748603820800781e-07,1.1920928955078125e-07
2.703070640563965e-05,0.70772238514174,7.450580596923828e-07,1.1920928955078125e-07
2.8073787689264496e-05,0.7067448680351907,7.152557373601987e-07,8.940696721859709e-08
2.9087066650390625e-05,0.7057673509286413,5.960464477539062e-07,5.960464477539063e-08
3.0159950256347656e-05,0.7047898338220919,5.960464477539062e-07,8.940696716308594e-08
3.1381845474243164e-05,0.7038123167155426,6.556510925292969e-07,1.1920928955078125e-07
3.24249267578125e-05,0.7028347996089932,5.066394805908203e-07,8.940696716308594e-08
3.358721733093262e-05,0.7018572825024438,4.76837158203125e-07,2.9802322387695312e-08
3.471970558172055e-05,0.7008797653958945,4.768371582586362e-07,5.960464483090178e-08
3.585219383245297e-05,0.6999022482893451,3.874301910955502e-07,5.960464483090178e-08
3.707408905029297e-05,0.6989247311827957,3.5762786865234375e-07,2.9802322387695312e-08
3.832578659057617e-05,0.6979472140762464,3.8743019104003917e-07,2.9802322387695312e-08
3.9517879486083984e-05,0.696969696969697,3.5762786865234375e-07,0.0
4.079937934875488e-05,0.6959921798631477,3.5762786865234375e-07,8.940696716308594e-08
4.202127456665039e-05,0.6950146627565983,2.682209014892578e-07,5.960464477539063e-08
4.324316978460141e-05,0.6940371456500489,2.3841857915707365e-07,5.551115123125783e-17
4.45246696472168e-05,0.6930596285434996,2.384185791015625e-07,0.0
4.595518112188168e-05,0.6920821114369502,2.980232239324643e-07,1.192092896062924e-07
4.711747169494629e-05,0.6911045943304008,2.086162567138672e-07,0.0
4.84287738800604e-05,0.6901270772238515,2.0861625676937837e-07,2.9802322443206464e-08
4.979968070983887e-05,0.6891495601173021,1.4901161193847656e-07,2.9802322387695312e-08
5.114078521728516e-05,0.6881720430107527,1.4901161193847656e-07,2.9802322387695312e-08
5.245208740234375e-05,0.6871945259042034,1.788139343261719e-07,0.0
5.379319190984555e-05,0.686217008797654,1.7881393438168305e-07,5.960464483090178e-08
5.513429641723633e-05,0.6852394916911047,1.788139343261719e-07,0.0
5.6564807891901214e-05,0.6842619745845553,2.0861625676937837e-07,5.960464483090178e-08
5.796551704406738e-05,0.6832844574780059,1.788139343261719e-07,8.940696716308594e-08
5.933642387395688e-05,0.6823069403714566,1.7881393438168305e-07,5.960464483090178e-08
6.070733070373535e-05,0.6813294232649072,2.384185791015625e-07,5.960464477539063e-08
6.204843521118164e-05,0.6803519061583578,1.788139343261719e-07,2.9802322387695312e-08
6.350874900823422e-05,0.6793743890518085,1.7881393438168305e-07,5.960464483090178e-08
6.490945816040039e-05,0.6783968719452591,2.086162567138672e-07,5.960464477539063e-08
6.628036499028989e-05,0.6774193548387097,2.0861625676937837e-07,8.940696721859709e-08
6.774067878728696e-05,0.6764418377321604,1.4901161199398774e-07,2.9802322443206464e-08
6.920099258428403e-05,0.675464320625611,2.6822090154476896e-07,5.960464483090178e-08
